r_A,g_r
3.014999926090240496e-03,0.000000000000000000e+00
9.044999778270721921e-03,0.000000000000000000e+00
1.507499963045120205e-02,0.000000000000000000e+00
2.110499948263168390e-02,0.000000000000000000e+00
2.713499933481216403e-02,0.000000000000000000e+00
3.316499918699264415e-02,0.000000000000000000e+00
3.919499903917312428e-02,0.000000000000000000e+00
4.522499889135361134e-02,0.000000000000000000e+00
5.125499874353408453e-02,0.000000000000000000e+00
5.728499859571457159e-02,0.000000000000000000e+00
6.331499844789505171e-02,0.000000000000000000e+00
6.934499830007553878e-02,0.000000000000000000e+00
7.537499815225601196e-02,0.000000000000000000e+00
8.140499800443649903e-02,0.000000000000000000e+00
8.743499785661697221e-02,0.000000000000000000e+00
9.346499770879745927e-02,0.000000000000000000e+00
9.949499756097793246e-02,0.000000000000000000e+00
1.055249974131584195e-01,0.000000000000000000e+00
1.115549972653388927e-01,0.000000000000000000e+00
1.175849971175193798e-01,0.000000000000000000e+00
1.236149969696998668e-01,0.000000000000000000e+00
1.296449968218803539e-01,0.000000000000000000e+00
1.356749966740608271e-01,0.000000000000000000e+00
1.417049965262413003e-01,0.000000000000000000e+00
1.477349963784217735e-01,0.000000000000000000e+00
1.537649962306022744e-01,0.000000000000000000e+00
1.597949960827827476e-01,0.000000000000000000e+00
1.658249959349632208e-01,0.000000000000000000e+00
1.718549957871437217e-01,0.000000000000000000e+00
1.778849956393241949e-01,0.000000000000000000e+00
1.839149954915046681e-01,0.000000000000000000e+00
1.899449953436851413e-01,0.000000000000000000e+00
1.959749951958656422e-01,0.000000000000000000e+00
2.020049950480461154e-01,0.000000000000000000e+00
2.080349949002265886e-01,0.000000000000000000e+00
2.140649947524070618e-01,0.000000000000000000e+00
2.200949946045875627e-01,0.000000000000000000e+00
2.261249944567680359e-01,0.000000000000000000e+00
2.321549943089485091e-01,0.000000000000000000e+00
2.381849941611290100e-01,0.000000000000000000e+00
2.442149940133094832e-01,0.000000000000000000e+00
2.502449938654899841e-01,0.000000000000000000e+00
2.562749937176704851e-01,0.000000000000000000e+00
2.623049935698509305e-01,0.000000000000000000e+00
2.683349934220314315e-01,0.000000000000000000e+00
2.743649932742119324e-01,0.000000000000000000e+00
2.803949931263923778e-01,0.000000000000000000e+00
2.864249929785728233e-01,0.000000000000000000e+00
2.924549928307533797e-01,0.000000000000000000e+00
2.984849926829338251e-01,0.000000000000000000e+00
3.045149925351142706e-01,0.000000000000000000e+00
3.105449923872947715e-01,0.000000000000000000e+00
3.165749922394752724e-01,0.000000000000000000e+00
3.226049920916557179e-01,0.000000000000000000e+00
3.286349919438362743e-01,0.000000000000000000e+00
3.346649917960167198e-01,0.000000000000000000e+00
3.406949916481971652e-01,0.000000000000000000e+00
3.467249915003777216e-01,0.000000000000000000e+00
3.527549913525580561e-01,0.000000000000000000e+00
3.587849912047386125e-01,0.000000000000000000e+00
3.648149910569191690e-01,0.000000000000000000e+00
3.708449909090995034e-01,0.000000000000000000e+00
3.768749907612800598e-01,0.000000000000000000e+00
3.829049906134606163e-01,0.000000000000000000e+00
3.889349904656409507e-01,0.000000000000000000e+00
3.949649903178215071e-01,0.000000000000000000e+00
4.009949901700020636e-01,0.000000000000000000e+00
4.070249900221823980e-01,0.000000000000000000e+00
4.130549898743629544e-01,0.000000000000000000e+00
4.190849897265435109e-01,0.000000000000000000e+00
4.251149895787238453e-01,0.000000000000000000e+00
4.311449894309044018e-01,0.000000000000000000e+00
4.371749892830848472e-01,0.000000000000000000e+00
4.432049891352652926e-01,0.000000000000000000e+00
4.492349889874458491e-01,0.000000000000000000e+00
4.552649888396262945e-01,0.000000000000000000e+00
4.612949886918067399e-01,0.000000000000000000e+00
4.673249885439872964e-01,0.000000000000000000e+00
4.733549883961677418e-01,0.000000000000000000e+00
4.793849882483481872e-01,0.000000000000000000e+00
4.854149881005287437e-01,0.000000000000000000e+00
4.914449879527091891e-01,0.000000000000000000e+00
4.974749878048896345e-01,0.000000000000000000e+00
5.035049876570701910e-01,0.000000000000000000e+00
5.095349875092506364e-01,0.000000000000000000e+00
5.155649873614310819e-01,0.000000000000000000e+00
5.215949872136116383e-01,0.000000000000000000e+00
5.276249870657920837e-01,0.000000000000000000e+00
5.336549869179725292e-01,0.000000000000000000e+00
5.396849867701530856e-01,0.000000000000000000e+00
5.457149866223334200e-01,0.000000000000000000e+00
5.517449864745139765e-01,0.000000000000000000e+00
5.577749863266945329e-01,0.000000000000000000e+00
5.638049861788749784e-01,0.000000000000000000e+00
5.698349860310554238e-01,0.000000000000000000e+00
5.758649858832359802e-01,0.000000000000000000e+00
5.818949857354163147e-01,0.000000000000000000e+00
5.879249855875968711e-01,0.000000000000000000e+00
5.939549854397774276e-01,0.000000000000000000e+00
5.999849852919578730e-01,0.000000000000000000e+00
6.060149851441383184e-01,0.000000000000000000e+00
6.120449849963188749e-01,0.000000000000000000e+00
6.180749848484992093e-01,0.000000000000000000e+00
6.241049847006797657e-01,0.000000000000000000e+00
6.301349845528603222e-01,0.000000000000000000e+00
6.361649844050407676e-01,0.000000000000000000e+00
6.421949842572212130e-01,0.000000000000000000e+00
6.482249841094017695e-01,0.000000000000000000e+00
6.542549839615821039e-01,0.000000000000000000e+00
6.602849838137626604e-01,0.000000000000000000e+00
6.663149836659432168e-01,0.000000000000000000e+00
6.723449835181236622e-01,0.000000000000000000e+00
6.783749833703041077e-01,0.000000000000000000e+00
6.844049832224846641e-01,0.000000000000000000e+00
6.904349830746649985e-01,0.000000000000000000e+00
6.964649829268454440e-01,0.000000000000000000e+00
7.024949827790261114e-01,0.000000000000000000e+00
7.085249826312065569e-01,0.000000000000000000e+00
7.145549824833868913e-01,0.000000000000000000e+00
7.205849823355675587e-01,0.000000000000000000e+00
7.266149821877478931e-01,0.000000000000000000e+00
7.326449820399283386e-01,0.000000000000000000e+00
7.386749818921090061e-01,0.000000000000000000e+00
7.447049817442894515e-01,0.000000000000000000e+00
7.507349815964697859e-01,0.000000000000000000e+00
7.567649814486504534e-01,0.000000000000000000e+00
7.627949813008307878e-01,0.000000000000000000e+00
7.688249811530112332e-01,0.000000000000000000e+00
7.748549810051919007e-01,0.000000000000000000e+00
7.808849808573723461e-01,0.000000000000000000e+00
7.869149807095526805e-01,0.000000000000000000e+00
7.929449805617333480e-01,0.000000000000000000e+00
7.989749804139136824e-01,0.000000000000000000e+00
8.050049802660941278e-01,0.000000000000000000e+00
8.110349801182747953e-01,0.000000000000000000e+00
8.170649799704552407e-01,0.000000000000000000e+00
8.230949798226355751e-01,0.000000000000000000e+00
8.291249796748162426e-01,0.000000000000000000e+00
8.351549795269965770e-01,0.000000000000000000e+00
8.411849793791770225e-01,0.000000000000000000e+00
8.472149792313576899e-01,0.000000000000000000e+00
8.532449790835381354e-01,0.000000000000000000e+00
8.592749789357184698e-01,0.000000000000000000e+00
8.653049787878990262e-01,0.000000000000000000e+00
8.713349786400794716e-01,0.000000000000000000e+00
8.773649784922599171e-01,0.000000000000000000e+00
8.833949783444404735e-01,0.000000000000000000e+00
8.894249781966210300e-01,0.000000000000000000e+00
8.954549780488013644e-01,0.000000000000000000e+00
9.014849779009819208e-01,0.000000000000000000e+00
9.075149777531623663e-01,0.000000000000000000e+00
9.135449776053428117e-01,0.000000000000000000e+00
9.195749774575233682e-01,0.000000000000000000e+00
9.256049773097039246e-01,0.000000000000000000e+00
9.316349771618842590e-01,0.000000000000000000e+00
9.376649770140648155e-01,0.000000000000000000e+00
9.436949768662452609e-01,0.000000000000000000e+00
9.497249767184257063e-01,0.000000000000000000e+00
9.557549765706062628e-01,0.000000000000000000e+00
9.617849764227868192e-01,0.000000000000000000e+00
9.678149762749671536e-01,0.000000000000000000e+00
9.738449761271477101e-01,0.000000000000000000e+00
9.798749759793281555e-01,0.000000000000000000e+00
9.859049758315086009e-01,0.000000000000000000e+00
9.919349756836891574e-01,5.520756870538436837e-04
9.979649755358697139e-01,5.726954663841618207e-03
1.003994975388049937e+00,3.260298446761802221e-02
1.010024975240230605e+00,8.892365847960577441e-02
