r_A,g_r
9.308549761772156803e-03,0.000000000000000000e+00
2.792564928531646867e-02,0.000000000000000000e+00
4.654274880886078575e-02,0.000000000000000000e+00
6.515984833240509588e-02,0.000000000000000000e+00
8.377694785594941296e-02,0.000000000000000000e+00
1.023940473794937300e-01,0.000000000000000000e+00
1.210111469030380332e-01,0.000000000000000000e+00
1.396282464265823364e-01,0.000000000000000000e+00
1.582453459501266535e-01,0.000000000000000000e+00
1.768624454736709983e-01,0.000000000000000000e+00
1.954795449972152599e-01,0.000000000000000000e+00
2.140966445207596047e-01,0.000000000000000000e+00
2.327137440443038940e-01,0.000000000000000000e+00
2.513308435678482389e-01,0.000000000000000000e+00
2.699479430913925282e-01,0.000000000000000000e+00
2.885650426149368730e-01,0.000000000000000000e+00
3.071821421384811623e-01,0.000000000000000000e+00
3.257992416620254517e-01,0.000000000000000000e+00
3.444163411855698520e-01,0.000000000000000000e+00
3.630334407091140858e-01,0.000000000000000000e+00
3.816505402326583751e-01,0.000000000000000000e+00
4.002676397562027200e-01,0.000000000000000000e+00
4.188847392797470648e-01,0.000000000000000000e+00
4.375018388032913541e-01,0.000000000000000000e+00
4.561189383268355879e-01,0.000000000000000000e+00
4.747360378503799883e-01,0.000000000000000000e+00
4.933531373739242776e-01,0.000000000000000000e+00
5.119702368974685669e-01,0.000000000000000000e+00
5.305873364210128562e-01,0.000000000000000000e+00
5.492044359445571455e-01,0.000000000000000000e+00
5.678215354681015459e-01,0.000000000000000000e+00
5.864386349916458352e-01,0.000000000000000000e+00
6.050557345151901245e-01,0.000000000000000000e+00
6.236728340387344138e-01,0.000000000000000000e+00
6.422899335622788142e-01,0.000000000000000000e+00
6.609070330858231035e-01,0.000000000000000000e+00
6.795241326093672818e-01,0.000000000000000000e+00
6.981412321329116821e-01,0.000000000000000000e+00
7.167583316564560825e-01,0.000000000000000000e+00
7.353754311800003718e-01,0.000000000000000000e+00
7.539925307035446611e-01,0.000000000000000000e+00
7.726096302270889504e-01,0.000000000000000000e+00
7.912267297506332397e-01,0.000000000000000000e+00
8.098438292741776401e-01,0.000000000000000000e+00
8.284609287977218184e-01,0.000000000000000000e+00
8.470780283212662187e-01,0.000000000000000000e+00
8.656951278448105080e-01,0.000000000000000000e+00
8.843122273683547974e-01,0.000000000000000000e+00
9.029293268918991977e-01,0.000000000000000000e+00
9.215464264154435980e-01,0.000000000000000000e+00
9.401635259389877763e-01,0.000000000000000000e+00
9.587806254625320657e-01,0.000000000000000000e+00
9.773977249860764660e-01,0.000000000000000000e+00
9.960148245096206443e-01,0.000000000000000000e+00
1.014631924033164934e+00,0.000000000000000000e+00
1.033249023556709334e+00,0.000000000000000000e+00
1.051866123080253734e+00,0.000000000000000000e+00
1.070483222603797913e+00,0.000000000000000000e+00
1.089100322127342313e+00,0.000000000000000000e+00
1.107717421650886491e+00,0.000000000000000000e+00
1.126334521174430892e+00,0.000000000000000000e+00
1.144951620697975070e+00,0.000000000000000000e+00
1.163568720221519470e+00,0.000000000000000000e+00
1.182185819745063871e+00,0.000000000000000000e+00
1.200802919268608271e+00,0.000000000000000000e+00
1.219420018792152449e+00,0.000000000000000000e+00
1.238037118315696850e+00,0.000000000000000000e+00
1.256654217839241028e+00,0.000000000000000000e+00
1.275271317362785428e+00,0.000000000000000000e+00
1.293888416886329606e+00,0.000000000000000000e+00
1.312505516409874229e+00,0.000000000000000000e+00
1.331122615933418185e+00,0.000000000000000000e+00
1.349739715456962585e+00,0.000000000000000000e+00
1.368356814980506986e+00,0.000000000000000000e+00
1.386973914504050942e+00,0.000000000000000000e+00
1.405591014027595786e+00,0.000000000000000000e+00
1.424208113551139743e+00,0.000000000000000000e+00
1.442825213074684365e+00,0.000000000000000000e+00
1.461442312598228543e+00,0.000000000000000000e+00
1.480059412121772944e+00,0.000000000000000000e+00
1.498676511645317122e+00,0.000000000000000000e+00
1.517293611168861522e+00,0.000000000000000000e+00
1.535910710692405701e+00,0.000000000000000000e+00
1.554527810215949879e+00,0.000000000000000000e+00
1.573144909739494501e+00,0.000000000000000000e+00
1.591762009263038458e+00,0.000000000000000000e+00
1.610379108786583302e+00,0.000000000000000000e+00
1.628996208310127258e+00,0.000000000000000000e+00
1.647613307833671881e+00,0.000000000000000000e+00
1.666230407357216059e+00,0.000000000000000000e+00
1.684847506880760015e+00,0.000000000000000000e+00
1.703464606404304638e+00,0.000000000000000000e+00
1.722081705927848816e+00,0.000000000000000000e+00
1.740698805451393216e+00,0.000000000000000000e+00
1.759315904974937395e+00,0.000000000000000000e+00
1.777933004498482017e+00,0.000000000000000000e+00
1.796550104022025973e+00,0.000000000000000000e+00
1.815167203545570818e+00,0.000000000000000000e+00
1.833784303069114774e+00,0.000000000000000000e+00
1.852401402592658730e+00,0.000000000000000000e+00
1.871018502116203575e+00,0.000000000000000000e+00
1.889635601639747531e+00,0.000000000000000000e+00
1.908252701163292153e+00,0.000000000000000000e+00
1.926869800686836331e+00,0.000000000000000000e+00
1.945486900210380732e+00,0.000000000000000000e+00
1.964103999733924910e+00,0.000000000000000000e+00
1.982721099257469310e+00,0.000000000000000000e+00
2.001338198781013489e+00,0.000000000000000000e+00
2.019955298304557445e+00,0.000000000000000000e+00
2.038572397828102289e+00,0.000000000000000000e+00
2.057189497351646246e+00,0.000000000000000000e+00
2.075806596875191090e+00,0.000000000000000000e+00
2.094423696398735046e+00,0.000000000000000000e+00
2.113040795922279891e+00,0.000000000000000000e+00
2.131657895445823847e+00,0.000000000000000000e+00
2.150274994969368247e+00,0.000000000000000000e+00
2.168892094492912648e+00,0.000000000000000000e+00
2.187509194016456604e+00,0.000000000000000000e+00
2.206126293540001004e+00,0.000000000000000000e+00
2.224743393063545405e+00,0.000000000000000000e+00
2.243360492587089805e+00,0.000000000000000000e+00
2.261977592110633761e+00,0.000000000000000000e+00
2.280594691634178606e+00,0.000000000000000000e+00
2.299211791157722562e+00,0.000000000000000000e+00
2.317828890681266518e+00,0.000000000000000000e+00
2.336445990204811363e+00,0.000000000000000000e+00
2.355063089728355319e+00,0.000000000000000000e+00
2.373680189251899719e+00,0.000000000000000000e+00
2.392297288775444120e+00,0.000000000000000000e+00
2.410914388298988520e+00,0.000000000000000000e+00
2.429531487822532476e+00,0.000000000000000000e+00
2.448148587346077321e+00,0.000000000000000000e+00
2.466765686869621277e+00,0.000000000000000000e+00
2.485382786393165233e+00,0.000000000000000000e+00
2.503999885916710078e+00,0.000000000000000000e+00
2.522616985440254922e+00,0.000000000000000000e+00
2.541234084963797990e+00,0.000000000000000000e+00
2.559851184487342834e+00,0.000000000000000000e+00
2.578468284010887679e+00,0.000000000000000000e+00
2.597085383534431635e+00,0.000000000000000000e+00
2.615702483057975591e+00,0.000000000000000000e+00
2.634319582581520436e+00,2.977414986839791420e-05
2.652936682105064836e+00,1.056878460992856763e-03
2.671553781628608792e+00,2.634449573032042469e-03
2.690170881152153193e+00,5.224776526660727602e-03
2.708787980675697593e+00,1.438955161364409083e-02
2.727405080199241549e+00,2.161009711887273282e-02
2.746022179722785950e+00,4.238953640540654710e-02
2.764639279246330350e+00,7.566628421098341162e-02
2.783256378769874750e+00,1.220284657971373032e-01
2.801873478293419151e+00,1.924753123462616955e-01
2.820490577816963107e+00,2.764338847687862755e-01
2.839107677340507507e+00,4.000921866322302289e-01
2.857724776864052352e+00,5.103442090198626602e-01
2.876341876387595864e+00,6.647194115655723490e-01
2.894958975911140264e+00,8.345956294182645951e-01
2.913576075434685109e+00,9.774775369104306000e-01
2.932193174958229065e+00,1.173510825659345613e+00
2.950810274481773021e+00,1.356324196456194286e+00
2.969427374005317866e+00,1.518610772926984875e+00
2.988044473528862710e+00,1.680925709833469561e+00
3.006661573052406666e+00,1.870246875921501628e+00
3.025278672575950623e+00,1.971354174020509609e+00
3.043895772099495467e+00,2.092981303617333477e+00
3.062512871623039423e+00,2.193162971202127665e+00
3.081129971146583379e+00,2.198451106465759697e+00
3.099747070670128224e+00,2.208443343503752487e+00
3.118364170193672624e+00,2.175310727538823485e+00
