model,model_display,timing_mode,system,temperature_K,n_steps,elapsed_seconds,seconds_per_step,milliseconds_per_step,engine,source_file
mace-mp-0,MACE-MP-0,Compile,picene_295K_Sharma_S,295.0,14151,673.94,0.047625,47.625,torch-sim-0.6.1+cueq+compile-reduce-overhead,/home/mjgawkowski/Finite-Temperature-MLIP-Benchmark/paper_v2_configs/data/mlip-trajs-torchsim-accelerated/picene_295K_Sharma_S/md_timing_mace-mp-0-compile.csv
mace-mp-0,MACE-MP-0,Compile,tetracene_295K_Sharma_S,295.0,16000,769.28,0.04808,48.08,torch-sim-0.6.1+cueq+compile-reduce-overhead,/home/mjgawkowski/Finite-Temperature-MLIP-Benchmark/paper_v2_configs/data/mlip-trajs-torchsim-accelerated/tetracene_295K_Sharma_S/md_timing_mace-mp-0-compile.csv
mace-mp-0,MACE-MP-0,Standard,CsSnI3_500K_Ivor_VASP,500.0,14758,355.14,0.024064,24.064,torch-sim-0.6.1,/home/mjgawkowski/Finite-Temperature-MLIP-Benchmark/paper_v2_configs/data/mlip-trajs-torchsim-eager/CsSnI3_500K_Ivor_VASP/md_timing_mace-mp-0.csv
mace-mp-0,MACE-MP-0,Standard,MAPbBr3_300K_Ivor_VASP,300.0,60000,1585.57,0.026426,26.426000000000002,torch-sim-0.6.1,/home/mjgawkowski/Finite-Temperature-MLIP-Benchmark/paper_v2_configs/data/mlip-trajs-torchsim-eager/MAPbBr3_300K_Ivor_VASP/md_timing_mace-mp-0.csv
mace-mp-0,MACE-MP-0,Standard,Pt111w24H2O_380K_Heenen_VASP,380.0,3843,113.64,0.02957,29.57,torch-sim-0.6.1,/home/mjgawkowski/Finite-Temperature-MLIP-Benchmark/paper_v2_configs/data/mlip-trajs-torchsim-eager/Pt111w24H2O_380K_Heenen_VASP/md_timing_mace-mp-0.csv
mace-mp-0,MACE-MP-0,Standard,TiSe2_400K_Ivor_VASP,400.0,14716,363.7,0.024715,24.715,torch-sim-0.6.1,/home/mjgawkowski/Finite-Temperature-MLIP-Benchmark/paper_v2_configs/data/mlip-trajs-torchsim-eager/TiSe2_400K_Ivor_VASP/md_timing_mace-mp-0.csv
mace-mp-0,MACE-MP-0,Standard,anthracene_293K_Sharma_S,293.0,16000,373.03,0.023314,23.314,torch-sim-0.6.1,/home/mjgawkowski/Finite-Temperature-MLIP-Benchmark/paper_v2_configs/data/mlip-trajs-torchsim-eager/anthracene_293K_Sharma_S/md_timing_mace-mp-0.csv
mace-mp-0,MACE-MP-0,Standard,bulkAg_600K_Kapil,600.0,24881,709.68,0.028523,28.523,torch-sim-0.6.1,/home/mjgawkowski/Finite-Temperature-MLIP-Benchmark/paper_v2_configs/data/mlip-trajs-torchsim-eager/bulkAg_600K_Kapil/md_timing_mace-mp-0.csv
mace-mp-0,MACE-MP-0,Standard,bulkAu_1500K_Kapil,1500.0,20162,797.07,0.039533,39.533,torch-sim-0.6.1,/home/mjgawkowski/Finite-Temperature-MLIP-Benchmark/paper_v2_configs/data/mlip-trajs-torchsim-eager/bulkAu_1500K_Kapil/md_timing_mace-mp-0.csv
mace-mp-0,MACE-MP-0,Standard,bulkCuAu_500K-Artrith_VASP,500.0,1105,37.69,0.03411,34.11,torch-sim-0.6.1,/home/mjgawkowski/Finite-Temperature-MLIP-Benchmark/paper_v2_configs/data/mlip-trajs-torchsim-eager/bulkCuAu_500K-Artrith_VASP/md_timing_mace-mp-0.csv
mace-mp-0,MACE-MP-0,Standard,bulkCuZrAl_1500K_A.Wadowski-J.Schmidt_VASP,1500.0,2718,97.32,0.035806,35.806,torch-sim-0.6.1,/home/mjgawkowski/Finite-Temperature-MLIP-Benchmark/paper_v2_configs/data/mlip-trajs-torchsim-eager/bulkCuZrAl_1500K_A.Wadowski-J.Schmidt_VASP/md_timing_mace-mp-0.csv
mace-mp-0,MACE-MP-0,Standard,bulkCu_1000K_Kapil,1000.0,36007,1182.43,0.032839,32.839,torch-sim-0.6.1,/home/mjgawkowski/Finite-Temperature-MLIP-Benchmark/paper_v2_configs/data/mlip-trajs-torchsim-eager/bulkCu_1000K_Kapil/md_timing_mace-mp-0.csv
mace-mp-0,MACE-MP-0,Standard,bulkLiMgAlZnSn_600K_J_Schmidt_VASP,600.0,3015,230.02,0.076292,76.292,torch-sim-0.6.1,/home/mjgawkowski/Finite-Temperature-MLIP-Benchmark/paper_v2_configs/data/mlip-trajs-torchsim-eager/bulkLiMgAlZnSn_600K_J_Schmidt_VASP/md_timing_mace-mp-0.csv
mace-mp-0,MACE-MP-0,Standard,bulkLiMgAlZnSn_900K_J_Schmidt_VASP,900.0,2181,165.38,0.075827,75.82700000000001,torch-sim-0.6.1,/home/mjgawkowski/Finite-Temperature-MLIP-Benchmark/paper_v2_configs/data/mlip-trajs-torchsim-eager/bulkLiMgAlZnSn_900K_J_Schmidt_VASP/md_timing_mace-mp-0.csv
mace-mp-0,MACE-MP-0,Standard,bulkMoS2_300K_NO-VdW_J.Kioseoglou_VASP,300.0,20000,517.08,0.025854,25.854,torch-sim-0.6.1,/home/mjgawkowski/Finite-Temperature-MLIP-Benchmark/paper_v2_configs/data/mlip-trajs-torchsim-eager/bulkMoS2_300K_NO-VdW_J.Kioseoglou_VASP/md_timing_mace-mp-0.csv
mace-mp-0,MACE-MP-0,Standard,bulkPt3Co_300K_J.Kioseoglou_VASP,300.0,20927,625.32,0.029881,29.881,torch-sim-0.6.1,/home/mjgawkowski/Finite-Temperature-MLIP-Benchmark/paper_v2_configs/data/mlip-trajs-torchsim-eager/bulkPt3Co_300K_J.Kioseoglou_VASP/md_timing_mace-mp-0.csv
mace-mp-0,MACE-MP-0,Standard,naphthalene_295K_Sharma_S,295.0,7557,341.22,0.045153,45.153,torch-sim-0.6.1,/home/mjgawkowski/Finite-Temperature-MLIP-Benchmark/paper_v2_configs/data/mlip-trajs-torchsim-eager/naphthalene_295K_Sharma_S/md_timing_mace-mp-0.csv
mace-mp-0,MACE-MP-0,Standard,pentacene_295K_Sharma_S,295.0,15579,465.57,0.029885,29.884999999999998,torch-sim-0.6.1,/home/mjgawkowski/Finite-Temperature-MLIP-Benchmark/paper_v2_configs/data/mlip-trajs-torchsim-eager/pentacene_295K_Sharma_S/md_timing_mace-mp-0.csv
mace-mp-0,MACE-MP-0,Standard,picene_295K_Sharma_S,295.0,14151,420.39,0.029707,29.707,torch-sim-0.6.1,/home/mjgawkowski/Finite-Temperature-MLIP-Benchmark/paper_v2_configs/data/mlip-trajs-torchsim-eager/picene_295K_Sharma_S/md_timing_mace-mp-0.csv
mace-mp-0,MACE-MP-0,Standard,tetracene_295K_Sharma_S,295.0,16000,450.34,0.028146,28.146,torch-sim-0.6.1,/home/mjgawkowski/Finite-Temperature-MLIP-Benchmark/paper_v2_configs/data/mlip-trajs-torchsim-eager/tetracene_295K_Sharma_S/md_timing_mace-mp-0.csv
mace-mpa-0,MACE-MPA-0,Compile,CsSnI3_500K_Ivor_VASP,500.0,14758,264.87,0.017948,17.948,torch-sim-0.6.1+cueq+compile-reduce-overhead,/home/mjgawkowski/Finite-Temperature-MLIP-Benchmark/paper_v2_configs/data/mlip-trajs-torchsim-accelerated/CsSnI3_500K_Ivor_VASP/md_timing_mace-mpa-0-compile.csv
mace-mpa-0,MACE-MPA-0,Compile,H_1050K_Rupp_QE,1050.0,1784,170.85,0.095769,95.769,torch-sim-0.6.1+cueq+compile-reduce-overhead,/home/mjgawkowski/Finite-Temperature-MLIP-Benchmark/paper_v2_configs/data/mlip-trajs-torchsim-accelerated/H_1050K_Rupp_QE/md_timing_mace-mpa-0-compile.csv
mace-mpa-0,MACE-MPA-0,Compile,MAPbBr3_300K_Ivor_VASP,300.0,60000,3090.31,0.051505,51.505,torch-sim-0.6.1+cueq+compile-reduce-overhead,/home/mjgawkowski/Finite-Temperature-MLIP-Benchmark/paper_v2_configs/data/mlip-trajs-torchsim-accelerated/MAPbBr3_300K_Ivor_VASP/md_timing_mace-mpa-0-compile.csv
mace-mpa-0,MACE-MPA-0,Compile,Pt111w24H2O_380K_Heenen_VASP,380.0,3843,199.98,0.052038,52.038000000000004,torch-sim-0.6.1+cueq+compile-reduce-overhead,/home/mjgawkowski/Finite-Temperature-MLIP-Benchmark/paper_v2_configs/data/mlip-trajs-torchsim-accelerated/Pt111w24H2O_380K_Heenen_VASP/md_timing_mace-mpa-0-compile.csv
mace-mpa-0,MACE-MPA-0,Compile,TiSe2_400K_Ivor_VASP,400.0,14716,753.2,0.051182,51.181999999999995,torch-sim-0.6.1+cueq+compile-reduce-overhead,/home/mjgawkowski/Finite-Temperature-MLIP-Benchmark/paper_v2_configs/data/mlip-trajs-torchsim-accelerated/TiSe2_400K_Ivor_VASP/md_timing_mace-mpa-0-compile.csv
mace-mpa-0,MACE-MPA-0,Compile,anthracene_293K_Sharma_S,293.0,16000,208.93,0.013058,13.058,torch-sim-0.6.1+cueq+compile-reduce-overhead,/home/mjgawkowski/Finite-Temperature-MLIP-Benchmark/paper_v2_configs/data/mlip-trajs-torchsim-accelerated/anthracene_293K_Sharma_S/md_timing_mace-mpa-0-compile.csv
mace-mpa-0,MACE-MPA-0,Compile,bulkAg_600K_Kapil,600.0,24881,371.63,0.014936,14.936,torch-sim-0.6.1+cueq+compile-reduce-overhead,/home/mjgawkowski/Finite-Temperature-MLIP-Benchmark/paper_v2_configs/data/mlip-trajs-torchsim-accelerated/bulkAg_600K_Kapil/md_timing_mace-mpa-0-compile.csv
mace-mpa-0,MACE-MPA-0,Compile,bulkAu_1500K_Kapil,1500.0,20162,316.21,0.015683,15.683,torch-sim-0.6.1+cueq+compile-reduce-overhead,/home/mjgawkowski/Finite-Temperature-MLIP-Benchmark/paper_v2_configs/data/mlip-trajs-torchsim-accelerated/bulkAu_1500K_Kapil/md_timing_mace-mpa-0-compile.csv
mace-mpa-0,MACE-MPA-0,Compile,bulkCuAu_500K-Artrith_VASP,500.0,1105,17.58,0.015912,15.911999999999999,torch-sim-0.6.1+cueq+compile-reduce-overhead,/home/mjgawkowski/Finite-Temperature-MLIP-Benchmark/paper_v2_configs/data/mlip-trajs-torchsim-accelerated/bulkCuAu_500K-Artrith_VASP/md_timing_mace-mpa-0-compile.csv
mace-mpa-0,MACE-MPA-0,Compile,bulkCuZrAl_1500K_A.Wadowski-J.Schmidt_VASP,1500.0,2718,41.83,0.015388,15.388,torch-sim-0.6.1+cueq+compile-reduce-overhead,/home/mjgawkowski/Finite-Temperature-MLIP-Benchmark/paper_v2_configs/data/mlip-trajs-torchsim-accelerated/bulkCuZrAl_1500K_A.Wadowski-J.Schmidt_VASP/md_timing_mace-mpa-0-compile.csv
mace-mpa-0,MACE-MPA-0,Compile,bulkCu_1000K_Kapil,1000.0,36007,524.99,0.01458,14.58,torch-sim-0.6.1+cueq+compile-reduce-overhead,/home/mjgawkowski/Finite-Temperature-MLIP-Benchmark/paper_v2_configs/data/mlip-trajs-torchsim-accelerated/bulkCu_1000K_Kapil/md_timing_mace-mpa-0-compile.csv
mace-mpa-0,MACE-MPA-0,Compile,bulkLiMgAlZnSn_600K_J_Schmidt_VASP,600.0,3015,61.14,0.020278,20.278000000000002,torch-sim-0.6.1+cueq+compile-reduce-overhead,/home/mjgawkowski/Finite-Temperature-MLIP-Benchmark/paper_v2_configs/data/mlip-trajs-torchsim-accelerated/bulkLiMgAlZnSn_600K_J_Schmidt_VASP/md_timing_mace-mpa-0-compile.csv
mace-mpa-0,MACE-MPA-0,Compile,bulkLiMgAlZnSn_900K_J_Schmidt_VASP,900.0,2181,42.53,0.0195,19.5,torch-sim-0.6.1+cueq+compile-reduce-overhead,/home/mjgawkowski/Finite-Temperature-MLIP-Benchmark/paper_v2_configs/data/mlip-trajs-torchsim-accelerated/bulkLiMgAlZnSn_900K_J_Schmidt_VASP/md_timing_mace-mpa-0-compile.csv
mace-mpa-0,MACE-MPA-0,Compile,bulkMoS2_300K_NO-VdW_J.Kioseoglou_VASP,300.0,20000,343.22,0.017161,17.160999999999998,torch-sim-0.6.1+cueq+compile-reduce-overhead,/home/mjgawkowski/Finite-Temperature-MLIP-Benchmark/paper_v2_configs/data/mlip-trajs-torchsim-accelerated/bulkMoS2_300K_NO-VdW_J.Kioseoglou_VASP/md_timing_mace-mpa-0-compile.csv
mace-mpa-0,MACE-MPA-0,Compile,bulkPt3Co_300K_J.Kioseoglou_VASP,300.0,20927,378.56,0.018089,18.089000000000002,torch-sim-0.6.1+cueq+compile-reduce-overhead,/home/mjgawkowski/Finite-Temperature-MLIP-Benchmark/paper_v2_configs/data/mlip-trajs-torchsim-accelerated/bulkPt3Co_300K_J.Kioseoglou_VASP/md_timing_mace-mpa-0-compile.csv
mace-mpa-0,MACE-MPA-0,Compile,naphthalene_295K_Sharma_S,295.0,7557,406.73,0.053821,53.821,torch-sim-0.6.1+cueq+compile-reduce-overhead,/home/mjgawkowski/Finite-Temperature-MLIP-Benchmark/paper_v2_configs/data/mlip-trajs-torchsim-accelerated/naphthalene_295K_Sharma_S/md_timing_mace-mpa-0-compile.csv
mace-mpa-0,MACE-MPA-0,Compile,pentacene_295K_Sharma_S,295.0,15579,814.03,0.052252,52.252,torch-sim-0.6.1+cueq+compile-reduce-overhead,/home/mjgawkowski/Finite-Temperature-MLIP-Benchmark/paper_v2_configs/data/mlip-trajs-torchsim-accelerated/pentacene_295K_Sharma_S/md_timing_mace-mpa-0-compile.csv
mace-mpa-0,MACE-MPA-0,Compile,picene_295K_Sharma_S,295.0,14151,733.23,0.051815,51.815,torch-sim-0.6.1+cueq+compile-reduce-overhead,/home/mjgawkowski/Finite-Temperature-MLIP-Benchmark/paper_v2_configs/data/mlip-trajs-torchsim-accelerated/picene_295K_Sharma_S/md_timing_mace-mpa-0-compile.csv
mace-mpa-0,MACE-MPA-0,Compile,tetracene_295K_Sharma_S,295.0,16000,835.29,0.052206,52.206,torch-sim-0.6.1+cueq+compile-reduce-overhead,/home/mjgawkowski/Finite-Temperature-MLIP-Benchmark/paper_v2_configs/data/mlip-trajs-torchsim-accelerated/tetracene_295K_Sharma_S/md_timing_mace-mpa-0-compile.csv
mace-mpa-0,MACE-MPA-0,Standard,CsSnI3_500K_Ivor_VASP,500.0,14758,376.52,0.025513,25.513,torch-sim-0.6.1,/home/mjgawkowski/Finite-Temperature-MLIP-Benchmark/paper_v2_configs/data/mlip-trajs-torchsim-eager/CsSnI3_500K_Ivor_VASP/md_timing_mace-mpa-0.csv
mace-mpa-0,MACE-MPA-0,Standard,H_1050K_Rupp_QE,1050.0,1784,948.04,0.531412,531.412,torch-sim-0.6.1,/home/mjgawkowski/Finite-Temperature-MLIP-Benchmark/paper_v2_configs/data/mlip-trajs-torchsim-eager/H_1050K_Rupp_QE/md_timing_mace-mpa-0.csv
mace-mpa-0,MACE-MPA-0,Standard,MAPbBr3_300K_Ivor_VASP,300.0,60000,1670.84,0.027847,27.847,torch-sim-0.6.1,/home/mjgawkowski/Finite-Temperature-MLIP-Benchmark/paper_v2_configs/data/mlip-trajs-torchsim-eager/MAPbBr3_300K_Ivor_VASP/md_timing_mace-mpa-0.csv
mace-mpa-0,MACE-MPA-0,Standard,Pt111w24H2O_380K_Heenen_VASP,380.0,3843,124.64,0.032432,32.432,torch-sim-0.6.1,/home/mjgawkowski/Finite-Temperature-MLIP-Benchmark/paper_v2_configs/data/mlip-trajs-torchsim-eager/Pt111w24H2O_380K_Heenen_VASP/md_timing_mace-mpa-0.csv
mace-mpa-0,MACE-MPA-0,Standard,TiSe2_400K_Ivor_VASP,400.0,14716,375.75,0.025533,25.533,torch-sim-0.6.1,/home/mjgawkowski/Finite-Temperature-MLIP-Benchmark/paper_v2_configs/data/mlip-trajs-torchsim-eager/TiSe2_400K_Ivor_VASP/md_timing_mace-mpa-0.csv
mace-mpa-0,MACE-MPA-0,Standard,anthracene_293K_Sharma_S,293.0,16000,395.47,0.024717,24.717,torch-sim-0.6.1,/home/mjgawkowski/Finite-Temperature-MLIP-Benchmark/paper_v2_configs/data/mlip-trajs-torchsim-eager/anthracene_293K_Sharma_S/md_timing_mace-mpa-0.csv
mace-mpa-0,MACE-MPA-0,Standard,bulkAg_600K_Kapil,600.0,24881,746.47,0.030002,30.002000000000002,torch-sim-0.6.1,/home/mjgawkowski/Finite-Temperature-MLIP-Benchmark/paper_v2_configs/data/mlip-trajs-torchsim-eager/bulkAg_600K_Kapil/md_timing_mace-mpa-0.csv
mace-mpa-0,MACE-MPA-0,Standard,bulkAu_1500K_Kapil,1500.0,20162,829.47,0.04114,41.14,torch-sim-0.6.1,/home/mjgawkowski/Finite-Temperature-MLIP-Benchmark/paper_v2_configs/data/mlip-trajs-torchsim-eager/bulkAu_1500K_Kapil/md_timing_mace-mpa-0.csv
mace-mpa-0,MACE-MPA-0,Standard,bulkCuAu_500K-Artrith_VASP,500.0,1105,38.94,0.035244,35.244,torch-sim-0.6.1,/home/mjgawkowski/Finite-Temperature-MLIP-Benchmark/paper_v2_configs/data/mlip-trajs-torchsim-eager/bulkCuAu_500K-Artrith_VASP/md_timing_mace-mpa-0.csv
mace-mpa-0,MACE-MPA-0,Standard,bulkCuZrAl_1500K_A.Wadowski-J.Schmidt_VASP,1500.0,2718,100.89,0.037119,37.119,torch-sim-0.6.1,/home/mjgawkowski/Finite-Temperature-MLIP-Benchmark/paper_v2_configs/data/mlip-trajs-torchsim-eager/bulkCuZrAl_1500K_A.Wadowski-J.Schmidt_VASP/md_timing_mace-mpa-0.csv
mace-mpa-0,MACE-MPA-0,Standard,bulkCu_1000K_Kapil,1000.0,36007,1222.84,0.033961,33.961,torch-sim-0.6.1,/home/mjgawkowski/Finite-Temperature-MLIP-Benchmark/paper_v2_configs/data/mlip-trajs-torchsim-eager/bulkCu_1000K_Kapil/md_timing_mace-mpa-0.csv
mace-mpa-0,MACE-MPA-0,Standard,bulkLiMgAlZnSn_600K_J_Schmidt_VASP,600.0,3015,240.01,0.079604,79.604,torch-sim-0.6.1,/home/mjgawkowski/Finite-Temperature-MLIP-Benchmark/paper_v2_configs/data/mlip-trajs-torchsim-eager/bulkLiMgAlZnSn_600K_J_Schmidt_VASP/md_timing_mace-mpa-0.csv
mace-mpa-0,MACE-MPA-0,Standard,bulkLiMgAlZnSn_900K_J_Schmidt_VASP,900.0,2181,172.63,0.07915,79.14999999999999,torch-sim-0.6.1,/home/mjgawkowski/Finite-Temperature-MLIP-Benchmark/paper_v2_configs/data/mlip-trajs-torchsim-eager/bulkLiMgAlZnSn_900K_J_Schmidt_VASP/md_timing_mace-mpa-0.csv
mace-mpa-0,MACE-MPA-0,Standard,bulkMoS2_300K_NO-VdW_J.Kioseoglou_VASP,300.0,20000,552.69,0.027635,27.635,torch-sim-0.6.1,/home/mjgawkowski/Finite-Temperature-MLIP-Benchmark/paper_v2_configs/data/mlip-trajs-torchsim-eager/bulkMoS2_300K_NO-VdW_J.Kioseoglou_VASP/md_timing_mace-mpa-0.csv
mace-mpa-0,MACE-MPA-0,Standard,bulkPt3Co_300K_J.Kioseoglou_VASP,300.0,20927,643.94,0.030771,30.771,torch-sim-0.6.1,/home/mjgawkowski/Finite-Temperature-MLIP-Benchmark/paper_v2_configs/data/mlip-trajs-torchsim-eager/bulkPt3Co_300K_J.Kioseoglou_VASP/md_timing_mace-mpa-0.csv
mace-mpa-0,MACE-MPA-0,Standard,naphthalene_295K_Sharma_S,295.0,7557,349.89,0.0463,46.300000000000004,torch-sim-0.6.1,/home/mjgawkowski/Finite-Temperature-MLIP-Benchmark/paper_v2_configs/data/mlip-trajs-torchsim-eager/naphthalene_295K_Sharma_S/md_timing_mace-mpa-0.csv
mace-mpa-0,MACE-MPA-0,Standard,pentacene_295K_Sharma_S,295.0,15579,482.59,0.030977,30.977,torch-sim-0.6.1,/home/mjgawkowski/Finite-Temperature-MLIP-Benchmark/paper_v2_configs/data/mlip-trajs-torchsim-eager/pentacene_295K_Sharma_S/md_timing_mace-mpa-0.csv
mace-mpa-0,MACE-MPA-0,Standard,picene_295K_Sharma_S,295.0,14151,437.18,0.030894,30.894000000000002,torch-sim-0.6.1,/home/mjgawkowski/Finite-Temperature-MLIP-Benchmark/paper_v2_configs/data/mlip-trajs-torchsim-eager/picene_295K_Sharma_S/md_timing_mace-mpa-0.csv
mace-mpa-0,MACE-MPA-0,Standard,tetracene_295K_Sharma_S,295.0,16000,465.5,0.029094,29.093999999999998,torch-sim-0.6.1,/home/mjgawkowski/Finite-Temperature-MLIP-Benchmark/paper_v2_configs/data/mlip-trajs-torchsim-eager/tetracene_295K_Sharma_S/md_timing_mace-mpa-0.csv
mattersim-v1-5m-compile-force-only,mattersim-v1-5m-compile,Accelerated,CsSnI3_500K_Ivor_VASP,500.0,14758,227.02,0.015383,15.383000000000001,torch-sim-0.6.1+mattersim-torch-compile-force-only,/home/mjgawkowski/Finite-Temperature-MLIP-Benchmark/paper_v2_configs/data/mlip-trajs-torchsim-accelerated/CsSnI3_500K_Ivor_VASP/md_timing_mattersim-v1-5M-compile-force-only.csv
mattersim-v1-5m-compile-force-only,mattersim-v1-5m-compile,Accelerated,H_1050K_Rupp_QE,1050.0,1784,806.85,0.452271,452.27099999999996,torch-sim-0.6.1+mattersim-torch-compile-force-only,/home/mjgawkowski/Finite-Temperature-MLIP-Benchmark/paper_v2_configs/data/mlip-trajs-torchsim-accelerated/H_1050K_Rupp_QE/md_timing_mattersim-v1-5M-compile-force-only.csv
mattersim-v1-5m-compile-force-only,mattersim-v1-5m-compile,Accelerated,MAPbBr3_300K_Ivor_VASP,300.0,60000,1021.76,0.017029,17.029,torch-sim-0.6.1+mattersim-torch-compile-force-only,/home/mjgawkowski/Finite-Temperature-MLIP-Benchmark/paper_v2_configs/data/mlip-trajs-torchsim-accelerated/MAPbBr3_300K_Ivor_VASP/md_timing_mattersim-v1-5M-compile-force-only.csv
mattersim-v1-5m-compile-force-only,mattersim-v1-5m-compile,Accelerated,Pt111w24H2O_380K_Heenen_VASP,380.0,3843,74.85,0.019478,19.477999999999998,torch-sim-0.6.1+mattersim-torch-compile-force-only,/home/mjgawkowski/Finite-Temperature-MLIP-Benchmark/paper_v2_configs/data/mlip-trajs-torchsim-accelerated/Pt111w24H2O_380K_Heenen_VASP/md_timing_mattersim-v1-5M-compile-force-only.csv
mattersim-v1-5m-compile-force-only,mattersim-v1-5m-compile,Accelerated,TiSe2_400K_Ivor_VASP,400.0,14716,237.46,0.016136,16.136000000000003,torch-sim-0.6.1+mattersim-torch-compile-force-only,/home/mjgawkowski/Finite-Temperature-MLIP-Benchmark/paper_v2_configs/data/mlip-trajs-torchsim-accelerated/TiSe2_400K_Ivor_VASP/md_timing_mattersim-v1-5M-compile-force-only.csv
mattersim-v1-5m-compile-force-only,mattersim-v1-5m-compile,Accelerated,anthracene_293K_Sharma_S,293.0,16000,280.15,0.017509,17.509,torch-sim-0.6.1+mattersim-torch-compile-force-only,/home/mjgawkowski/Finite-Temperature-MLIP-Benchmark/paper_v2_configs/data/mlip-trajs-torchsim-accelerated/anthracene_293K_Sharma_S/md_timing_mattersim-v1-5M-compile-force-only.csv
mattersim-v1-5m-compile-force-only,mattersim-v1-5m-compile,Accelerated,bulkAg_600K_Kapil,600.0,24881,455.27,0.018298,18.298,torch-sim-0.6.1+mattersim-torch-compile-force-only,/home/mjgawkowski/Finite-Temperature-MLIP-Benchmark/paper_v2_configs/data/mlip-trajs-torchsim-accelerated/bulkAg_600K_Kapil/md_timing_mattersim-v1-5M-compile-force-only.csv
mattersim-v1-5m-compile-force-only,mattersim-v1-5m-compile,Accelerated,bulkAu_1500K_Kapil,1500.0,20162,448.21,0.02223,22.23,torch-sim-0.6.1+mattersim-torch-compile-force-only,/home/mjgawkowski/Finite-Temperature-MLIP-Benchmark/paper_v2_configs/data/mlip-trajs-torchsim-accelerated/bulkAu_1500K_Kapil/md_timing_mattersim-v1-5M-compile-force-only.csv
mattersim-v1-5m-compile-force-only,mattersim-v1-5m-compile,Accelerated,bulkCuAu_500K-Artrith_VASP,500.0,1105,23.96,0.021682,21.682,torch-sim-0.6.1+mattersim-torch-compile-force-only,/home/mjgawkowski/Finite-Temperature-MLIP-Benchmark/paper_v2_configs/data/mlip-trajs-torchsim-accelerated/bulkCuAu_500K-Artrith_VASP/md_timing_mattersim-v1-5M-compile-force-only.csv
mattersim-v1-5m-compile-force-only,mattersim-v1-5m-compile,Accelerated,bulkCuZrAl_1500K_A.Wadowski-J.Schmidt_VASP,1500.0,2718,60.05,0.022094,22.093999999999998,torch-sim-0.6.1+mattersim-torch-compile-force-only,/home/mjgawkowski/Finite-Temperature-MLIP-Benchmark/paper_v2_configs/data/mlip-trajs-torchsim-accelerated/bulkCuZrAl_1500K_A.Wadowski-J.Schmidt_VASP/md_timing_mattersim-v1-5M-compile-force-only.csv
mattersim-v1-5m-compile-force-only,mattersim-v1-5m-compile,Accelerated,bulkCu_1000K_Kapil,1000.0,36007,774.64,0.021514,21.514,torch-sim-0.6.1+mattersim-torch-compile-force-only,/home/mjgawkowski/Finite-Temperature-MLIP-Benchmark/paper_v2_configs/data/mlip-trajs-torchsim-accelerated/bulkCu_1000K_Kapil/md_timing_mattersim-v1-5M-compile-force-only.csv
mattersim-v1-5m-compile-force-only,mattersim-v1-5m-compile,Accelerated,bulkLiMgAlZnSn_600K_J_Schmidt_VASP,600.0,3015,112.82,0.03742,37.42,torch-sim-0.6.1+mattersim-torch-compile-force-only,/home/mjgawkowski/Finite-Temperature-MLIP-Benchmark/paper_v2_configs/data/mlip-trajs-torchsim-accelerated/bulkLiMgAlZnSn_600K_J_Schmidt_VASP/md_timing_mattersim-v1-5M-compile-force-only.csv
mattersim-v1-5m-compile-force-only,mattersim-v1-5m-compile,Accelerated,bulkLiMgAlZnSn_900K_J_Schmidt_VASP,900.0,2181,82.01,0.037604,37.604,torch-sim-0.6.1+mattersim-torch-compile-force-only,/home/mjgawkowski/Finite-Temperature-MLIP-Benchmark/paper_v2_configs/data/mlip-trajs-torchsim-accelerated/bulkLiMgAlZnSn_900K_J_Schmidt_VASP/md_timing_mattersim-v1-5M-compile-force-only.csv
mattersim-v1-5m-compile-force-only,mattersim-v1-5m-compile,Accelerated,bulkMoS2_300K_NO-VdW_J.Kioseoglou_VASP,300.0,20000,322.67,0.016133,16.133000000000003,torch-sim-0.6.1+mattersim-torch-compile-force-only,/home/mjgawkowski/Finite-Temperature-MLIP-Benchmark/paper_v2_configs/data/mlip-trajs-torchsim-accelerated/bulkMoS2_300K_NO-VdW_J.Kioseoglou_VASP/md_timing_mattersim-v1-5M-compile-force-only.csv
mattersim-v1-5m-compile-force-only,mattersim-v1-5m-compile,Accelerated,bulkPt3Co_300K_J.Kioseoglou_VASP,300.0,20927,443.18,0.021178,21.177999999999997,torch-sim-0.6.1+mattersim-torch-compile-force-only,/home/mjgawkowski/Finite-Temperature-MLIP-Benchmark/paper_v2_configs/data/mlip-trajs-torchsim-accelerated/bulkPt3Co_300K_J.Kioseoglou_VASP/md_timing_mattersim-v1-5M-compile-force-only.csv
mattersim-v1-5m-compile-force-only,mattersim-v1-5m-compile,Accelerated,naphthalene_295K_Sharma_S,295.0,7557,216.54,0.028654,28.654,torch-sim-0.6.1+mattersim-torch-compile-force-only,/home/mjgawkowski/Finite-Temperature-MLIP-Benchmark/paper_v2_configs/data/mlip-trajs-torchsim-accelerated/naphthalene_295K_Sharma_S/md_timing_mattersim-v1-5M-compile-force-only.csv
mattersim-v1-5m-compile-force-only,mattersim-v1-5m-compile,Accelerated,pentacene_295K_Sharma_S,295.0,15579,319.91,0.020535,20.535,torch-sim-0.6.1+mattersim-torch-compile-force-only,/home/mjgawkowski/Finite-Temperature-MLIP-Benchmark/paper_v2_configs/data/mlip-trajs-torchsim-accelerated/pentacene_295K_Sharma_S/md_timing_mattersim-v1-5M-compile-force-only.csv
