model,model_display,timing_mode,system,temperature_K,n_steps,elapsed_seconds,seconds_per_step,milliseconds_per_step,engine,source_file
grace-oam-force-only-compiled,GRACE-2L-OAM,Accelerated,picene_295K_Sharma_S,295.0,14151,232.22,0.01641,16.41,torch-sim-0.6.1+tf-compiled-dlpack-force-only,/home/mjgawkowski/Finite-Temperature-MLIP-Benchmark/paper_v2_configs/data/mlip-trajs-torchsim-accelerated/picene_295K_Sharma_S/md_timing_grace-oam-force-only-compiled.csv
grace-oam-force-only-compiled,GRACE-2L-OAM,Accelerated,tetracene_295K_Sharma_S,295.0,16000,238.85,0.014928,14.928,torch-sim-0.6.1+tf-compiled-dlpack-force-only,/home/mjgawkowski/Finite-Temperature-MLIP-Benchmark/paper_v2_configs/data/mlip-trajs-torchsim-accelerated/tetracene_295K_Sharma_S/md_timing_grace-oam-force-only-compiled.csv
grace-oam-force-only-eager,GRACE-2L-OAM,Standard,CsSnI3_500K_Ivor_VASP,500.0,14758,2943.34,0.199441,199.441,torch-sim-0.6.1+tf-eager-dlpack-force-only,/home/mjgawkowski/Finite-Temperature-MLIP-Benchmark/paper_v2_configs/data/mlip-trajs-torchsim-eager/CsSnI3_500K_Ivor_VASP/md_timing_grace-oam-force-only-eager.csv
grace-oam-force-only-eager,GRACE-2L-OAM,Standard,MAPbBr3_300K_Ivor_VASP,300.0,60000,11869.17,0.19782,197.82,torch-sim-0.6.1+tf-eager-dlpack-force-only,/home/mjgawkowski/Finite-Temperature-MLIP-Benchmark/paper_v2_configs/data/mlip-trajs-torchsim-eager/MAPbBr3_300K_Ivor_VASP/md_timing_grace-oam-force-only-eager.csv
grace-oam-force-only-eager,GRACE-2L-OAM,Standard,TiSe2_400K_Ivor_VASP,400.0,14716,2893.82,0.196645,196.64499999999998,torch-sim-0.6.1+tf-eager-dlpack-force-only,/home/mjgawkowski/Finite-Temperature-MLIP-Benchmark/paper_v2_configs/data/mlip-trajs-torchsim-eager/TiSe2_400K_Ivor_VASP/md_timing_grace-oam-force-only-eager.csv
grace-oam-force-only-eager,GRACE-2L-OAM,Standard,anthracene_293K_Sharma_S,293.0,16000,2948.61,0.184288,184.288,torch-sim-0.6.1+tf-eager-dlpack-force-only,/home/mjgawkowski/Finite-Temperature-MLIP-Benchmark/paper_v2_configs/data/mlip-trajs-torchsim-eager/anthracene_293K_Sharma_S/md_timing_grace-oam-force-only-eager.csv
grace-oam-force-only-eager,GRACE-2L-OAM,Standard,bulkAg_600K_Kapil,600.0,24881,4989.22,0.200523,200.523,torch-sim-0.6.1+tf-eager-dlpack-force-only,/home/mjgawkowski/Finite-Temperature-MLIP-Benchmark/paper_v2_configs/data/mlip-trajs-torchsim-eager/bulkAg_600K_Kapil/md_timing_grace-oam-force-only-eager.csv
grace-oam-force-only-eager,GRACE-2L-OAM,Standard,bulkAu_1500K_Kapil,1500.0,20162,4689.07,0.23257,232.57,torch-sim-0.6.1+tf-eager-dlpack-force-only,/home/mjgawkowski/Finite-Temperature-MLIP-Benchmark/paper_v2_configs/data/mlip-trajs-torchsim-eager/bulkAu_1500K_Kapil/md_timing_grace-oam-force-only-eager.csv
grace-oam-force-only-eager,GRACE-2L-OAM,Standard,bulkCuAu_500K-Artrith_VASP,500.0,1105,232.18,0.21012,210.12,torch-sim-0.6.1+tf-eager-dlpack-force-only,/home/mjgawkowski/Finite-Temperature-MLIP-Benchmark/paper_v2_configs/data/mlip-trajs-torchsim-eager/bulkCuAu_500K-Artrith_VASP/md_timing_grace-oam-force-only-eager.csv
grace-oam-force-only-eager,GRACE-2L-OAM,Standard,bulkCuZrAl_1500K_A.Wadowski-J.Schmidt_VASP,1500.0,2718,589.05,0.216722,216.722,torch-sim-0.6.1+tf-eager-dlpack-force-only,/home/mjgawkowski/Finite-Temperature-MLIP-Benchmark/paper_v2_configs/data/mlip-trajs-torchsim-eager/bulkCuZrAl_1500K_A.Wadowski-J.Schmidt_VASP/md_timing_grace-oam-force-only-eager.csv
grace-oam-force-only-eager,GRACE-2L-OAM,Standard,bulkCu_1000K_Kapil,1000.0,36007,7413.29,0.205885,205.88500000000002,torch-sim-0.6.1+tf-eager-dlpack-force-only,/home/mjgawkowski/Finite-Temperature-MLIP-Benchmark/paper_v2_configs/data/mlip-trajs-torchsim-eager/bulkCu_1000K_Kapil/md_timing_grace-oam-force-only-eager.csv
grace-oam-force-only-eager,GRACE-2L-OAM,Standard,bulkLiMgAlZnSn_600K_J_Schmidt_VASP,600.0,3015,1070.36,0.355011,355.011,torch-sim-0.6.1+tf-eager-dlpack-force-only,/home/mjgawkowski/Finite-Temperature-MLIP-Benchmark/paper_v2_configs/data/mlip-trajs-torchsim-eager/bulkLiMgAlZnSn_600K_J_Schmidt_VASP/md_timing_grace-oam-force-only-eager.csv
grace-oam-force-only-eager,GRACE-2L-OAM,Standard,bulkLiMgAlZnSn_900K_J_Schmidt_VASP,900.0,2181,775.73,0.355676,355.676,torch-sim-0.6.1+tf-eager-dlpack-force-only,/home/mjgawkowski/Finite-Temperature-MLIP-Benchmark/paper_v2_configs/data/mlip-trajs-torchsim-eager/bulkLiMgAlZnSn_900K_J_Schmidt_VASP/md_timing_grace-oam-force-only-eager.csv
grace-oam-force-only-eager,GRACE-2L-OAM,Standard,bulkMoS2_300K_NO-VdW_J.Kioseoglou_VASP,300.0,20000,3856.5,0.192825,192.825,torch-sim-0.6.1+tf-eager-dlpack-force-only,/home/mjgawkowski/Finite-Temperature-MLIP-Benchmark/paper_v2_configs/data/mlip-trajs-torchsim-eager/bulkMoS2_300K_NO-VdW_J.Kioseoglou_VASP/md_timing_grace-oam-force-only-eager.csv
grace-oam-force-only-eager,GRACE-2L-OAM,Standard,bulkPt3Co_300K_J.Kioseoglou_VASP,300.0,20927,4168.11,0.199174,199.17399999999998,torch-sim-0.6.1+tf-eager-dlpack-force-only,/home/mjgawkowski/Finite-Temperature-MLIP-Benchmark/paper_v2_configs/data/mlip-trajs-torchsim-eager/bulkPt3Co_300K_J.Kioseoglou_VASP/md_timing_grace-oam-force-only-eager.csv
grace-oam-force-only-eager,GRACE-2L-OAM,Standard,naphthalene_295K_Sharma_S,295.0,7557,1737.12,0.229869,229.869,torch-sim-0.6.1+tf-eager-dlpack-force-only,/home/mjgawkowski/Finite-Temperature-MLIP-Benchmark/paper_v2_configs/data/mlip-trajs-torchsim-eager/naphthalene_295K_Sharma_S/md_timing_grace-oam-force-only-eager.csv
grace-oam-force-only-eager,GRACE-2L-OAM,Standard,pentacene_295K_Sharma_S,295.0,15579,3030.32,0.194513,194.513,torch-sim-0.6.1+tf-eager-dlpack-force-only,/home/mjgawkowski/Finite-Temperature-MLIP-Benchmark/paper_v2_configs/data/mlip-trajs-torchsim-eager/pentacene_295K_Sharma_S/md_timing_grace-oam-force-only-eager.csv
grace-oam-force-only-eager,GRACE-2L-OAM,Standard,picene_295K_Sharma_S,295.0,14151,2776.95,0.196237,196.237,torch-sim-0.6.1+tf-eager-dlpack-force-only,/home/mjgawkowski/Finite-Temperature-MLIP-Benchmark/paper_v2_configs/data/mlip-trajs-torchsim-eager/picene_295K_Sharma_S/md_timing_grace-oam-force-only-eager.csv
grace-oam-force-only-eager,GRACE-2L-OAM,Standard,tetracene_295K_Sharma_S,295.0,16000,3095.38,0.193461,193.46099999999998,torch-sim-0.6.1+tf-eager-dlpack-force-only,/home/mjgawkowski/Finite-Temperature-MLIP-Benchmark/paper_v2_configs/data/mlip-trajs-torchsim-eager/tetracene_295K_Sharma_S/md_timing_grace-oam-force-only-eager.csv
mace-mh-omat,MACE-MH-1-OMAT,Compile,CsSnI3_500K_Ivor_VASP,500.0,14758,409.26,0.027731,27.730999999999998,torch-sim-0.6.1+cueq+compile-reduce-overhead,/home/mjgawkowski/Finite-Temperature-MLIP-Benchmark/paper_v2_configs/data/mlip-trajs-torchsim-accelerated/CsSnI3_500K_Ivor_VASP/md_timing_mace-mh-omat-compile.csv
mace-mh-omat,MACE-MH-1-OMAT,Compile,H_1050K_Rupp_QE,1050.0,1784,304.19,0.17051,170.51,torch-sim-0.6.1+cueq+compile-reduce-overhead,/home/mjgawkowski/Finite-Temperature-MLIP-Benchmark/paper_v2_configs/data/mlip-trajs-torchsim-accelerated/H_1050K_Rupp_QE/md_timing_mace-mh-omat-compile.csv
mace-mh-omat,MACE-MH-1-OMAT,Compile,MAPbBr3_300K_Ivor_VASP,300.0,60000,8467.27,0.141121,141.121,torch-sim-0.6.1+cueq+compile-reduce-overhead,/home/mjgawkowski/Finite-Temperature-MLIP-Benchmark/paper_v2_configs/data/mlip-trajs-torchsim-accelerated/MAPbBr3_300K_Ivor_VASP/md_timing_mace-mh-omat-compile.csv
mace-mh-omat,MACE-MH-1-OMAT,Compile,Pt111w24H2O_380K_Heenen_VASP,380.0,3843,544.96,0.141806,141.80599999999998,torch-sim-0.6.1+cueq+compile-reduce-overhead,/home/mjgawkowski/Finite-Temperature-MLIP-Benchmark/paper_v2_configs/data/mlip-trajs-torchsim-accelerated/Pt111w24H2O_380K_Heenen_VASP/md_timing_mace-mh-omat-compile.csv
mace-mh-omat,MACE-MH-1-OMAT,Compile,TiSe2_400K_Ivor_VASP,400.0,14716,2078.27,0.141225,141.225,torch-sim-0.6.1+cueq+compile-reduce-overhead,/home/mjgawkowski/Finite-Temperature-MLIP-Benchmark/paper_v2_configs/data/mlip-trajs-torchsim-accelerated/TiSe2_400K_Ivor_VASP/md_timing_mace-mh-omat-compile.csv
mace-mh-omat,MACE-MH-1-OMAT,Compile,anthracene_293K_Sharma_S,293.0,16000,236.05,0.014753,14.753,torch-sim-0.6.1+cueq+compile-reduce-overhead,/home/mjgawkowski/Finite-Temperature-MLIP-Benchmark/paper_v2_configs/data/mlip-trajs-torchsim-accelerated/anthracene_293K_Sharma_S/md_timing_mace-mh-omat-compile.csv
mace-mh-omat,MACE-MH-1-OMAT,Compile,bulkAg_600K_Kapil,600.0,24881,421.13,0.016926,16.926,torch-sim-0.6.1+cueq+compile-reduce-overhead,/home/mjgawkowski/Finite-Temperature-MLIP-Benchmark/paper_v2_configs/data/mlip-trajs-torchsim-accelerated/bulkAg_600K_Kapil/md_timing_mace-mh-omat-compile.csv
mace-mh-omat,MACE-MH-1-OMAT,Compile,bulkAu_1500K_Kapil,1500.0,20162,373.4,0.01852,18.52,torch-sim-0.6.1+cueq+compile-reduce-overhead,/home/mjgawkowski/Finite-Temperature-MLIP-Benchmark/paper_v2_configs/data/mlip-trajs-torchsim-accelerated/bulkAu_1500K_Kapil/md_timing_mace-mh-omat-compile.csv
mace-mh-omat,MACE-MH-1-OMAT,Compile,bulkCuAu_500K-Artrith_VASP,500.0,1105,21.4,0.019366,19.366,torch-sim-0.6.1+cueq+compile-reduce-overhead,/home/mjgawkowski/Finite-Temperature-MLIP-Benchmark/paper_v2_configs/data/mlip-trajs-torchsim-accelerated/bulkCuAu_500K-Artrith_VASP/md_timing_mace-mh-omat-compile.csv
mace-mh-omat,MACE-MH-1-OMAT,Compile,bulkCuZrAl_1500K_A.Wadowski-J.Schmidt_VASP,1500.0,2718,49.51,0.018216,18.216,torch-sim-0.6.1+cueq+compile-reduce-overhead,/home/mjgawkowski/Finite-Temperature-MLIP-Benchmark/paper_v2_configs/data/mlip-trajs-torchsim-accelerated/bulkCuZrAl_1500K_A.Wadowski-J.Schmidt_VASP/md_timing_mace-mh-omat-compile.csv
mace-mh-omat,MACE-MH-1-OMAT,Compile,bulkCu_1000K_Kapil,1000.0,36007,664.36,0.018451,18.450999999999997,torch-sim-0.6.1+cueq+compile-reduce-overhead,/home/mjgawkowski/Finite-Temperature-MLIP-Benchmark/paper_v2_configs/data/mlip-trajs-torchsim-accelerated/bulkCu_1000K_Kapil/md_timing_mace-mh-omat-compile.csv
mace-mh-omat,MACE-MH-1-OMAT,Compile,bulkLiMgAlZnSn_600K_J_Schmidt_VASP,600.0,3015,87.98,0.029179,29.179,torch-sim-0.6.1+cueq+compile-reduce-overhead,/home/mjgawkowski/Finite-Temperature-MLIP-Benchmark/paper_v2_configs/data/mlip-trajs-torchsim-accelerated/bulkLiMgAlZnSn_600K_J_Schmidt_VASP/md_timing_mace-mh-omat-compile.csv
mace-mh-omat,MACE-MH-1-OMAT,Compile,bulkLiMgAlZnSn_900K_J_Schmidt_VASP,900.0,2181,61.78,0.028324,28.323999999999998,torch-sim-0.6.1+cueq+compile-reduce-overhead,/home/mjgawkowski/Finite-Temperature-MLIP-Benchmark/paper_v2_configs/data/mlip-trajs-torchsim-accelerated/bulkLiMgAlZnSn_900K_J_Schmidt_VASP/md_timing_mace-mh-omat-compile.csv
mace-mh-omat,MACE-MH-1-OMAT,Compile,bulkMoS2_300K_NO-VdW_J.Kioseoglou_VASP,300.0,20000,543.15,0.027158,27.158,torch-sim-0.6.1+cueq+compile-reduce-overhead,/home/mjgawkowski/Finite-Temperature-MLIP-Benchmark/paper_v2_configs/data/mlip-trajs-torchsim-accelerated/bulkMoS2_300K_NO-VdW_J.Kioseoglou_VASP/md_timing_mace-mh-omat-compile.csv
mace-mh-omat,MACE-MH-1-OMAT,Compile,bulkPt3Co_300K_J.Kioseoglou_VASP,300.0,20927,587.56,0.028077,28.077,torch-sim-0.6.1+cueq+compile-reduce-overhead,/home/mjgawkowski/Finite-Temperature-MLIP-Benchmark/paper_v2_configs/data/mlip-trajs-torchsim-accelerated/bulkPt3Co_300K_J.Kioseoglou_VASP/md_timing_mace-mh-omat-compile.csv
mace-mh-omat,MACE-MH-1-OMAT,Compile,naphthalene_295K_Sharma_S,295.0,7557,1080.6,0.142994,142.994,torch-sim-0.6.1+cueq+compile-reduce-overhead,/home/mjgawkowski/Finite-Temperature-MLIP-Benchmark/paper_v2_configs/data/mlip-trajs-torchsim-accelerated/naphthalene_295K_Sharma_S/md_timing_mace-mh-omat-compile.csv
mace-mh-omat,MACE-MH-1-OMAT,Compile,pentacene_295K_Sharma_S,295.0,15579,2206.64,0.141642,141.642,torch-sim-0.6.1+cueq+compile-reduce-overhead,/home/mjgawkowski/Finite-Temperature-MLIP-Benchmark/paper_v2_configs/data/mlip-trajs-torchsim-accelerated/pentacene_295K_Sharma_S/md_timing_mace-mh-omat-compile.csv
mace-mh-omat,MACE-MH-1-OMAT,Compile,picene_295K_Sharma_S,295.0,14151,2002.34,0.141498,141.49800000000002,torch-sim-0.6.1+cueq+compile-reduce-overhead,/home/mjgawkowski/Finite-Temperature-MLIP-Benchmark/paper_v2_configs/data/mlip-trajs-torchsim-accelerated/picene_295K_Sharma_S/md_timing_mace-mh-omat-compile.csv
mace-mh-omat,MACE-MH-1-OMAT,Compile,tetracene_295K_Sharma_S,295.0,16000,2271.7,0.141981,141.981,torch-sim-0.6.1+cueq+compile-reduce-overhead,/home/mjgawkowski/Finite-Temperature-MLIP-Benchmark/paper_v2_configs/data/mlip-trajs-torchsim-accelerated/tetracene_295K_Sharma_S/md_timing_mace-mh-omat-compile.csv
mace-mh-omat,MACE-MH-1-OMAT,Standard,CsSnI3_500K_Ivor_VASP,500.0,14758,679.93,0.046072,46.072,torch-sim-0.6.1,/home/mjgawkowski/Finite-Temperature-MLIP-Benchmark/paper_v2_configs/data/mlip-trajs-torchsim-eager/CsSnI3_500K_Ivor_VASP/md_timing_mace-mh-omat.csv
mace-mh-omat,MACE-MH-1-OMAT,Standard,H_1050K_Rupp_QE,1050.0,1784,1172.04,0.656975,656.975,torch-sim-0.6.1,/home/mjgawkowski/Finite-Temperature-MLIP-Benchmark/paper_v2_configs/data/mlip-trajs-torchsim-eager/H_1050K_Rupp_QE/md_timing_mace-mh-omat.csv
mace-mh-omat,MACE-MH-1-OMAT,Standard,MAPbBr3_300K_Ivor_VASP,300.0,60000,2569.15,0.042819,42.819,torch-sim-0.6.1,/home/mjgawkowski/Finite-Temperature-MLIP-Benchmark/paper_v2_configs/data/mlip-trajs-torchsim-eager/MAPbBr3_300K_Ivor_VASP/md_timing_mace-mh-omat.csv
mace-mh-omat,MACE-MH-1-OMAT,Standard,Pt111w24H2O_380K_Heenen_VASP,380.0,3843,188.34,0.049009,49.009,torch-sim-0.6.1,/home/mjgawkowski/Finite-Temperature-MLIP-Benchmark/paper_v2_configs/data/mlip-trajs-torchsim-eager/Pt111w24H2O_380K_Heenen_VASP/md_timing_mace-mh-omat.csv
mace-mh-omat,MACE-MH-1-OMAT,Standard,TiSe2_400K_Ivor_VASP,400.0,14716,615.26,0.041809,41.809,torch-sim-0.6.1,/home/mjgawkowski/Finite-Temperature-MLIP-Benchmark/paper_v2_configs/data/mlip-trajs-torchsim-eager/TiSe2_400K_Ivor_VASP/md_timing_mace-mh-omat.csv
mace-mh-omat,MACE-MH-1-OMAT,Standard,anthracene_293K_Sharma_S,293.0,16000,544.97,0.034061,34.061,torch-sim-0.6.1,/home/mjgawkowski/Finite-Temperature-MLIP-Benchmark/paper_v2_configs/data/mlip-trajs-torchsim-eager/anthracene_293K_Sharma_S/md_timing_mace-mh-omat.csv
mace-mh-omat,MACE-MH-1-OMAT,Standard,bulkAg_600K_Kapil,600.0,24881,1177.85,0.047339,47.339,torch-sim-0.6.1,/home/mjgawkowski/Finite-Temperature-MLIP-Benchmark/paper_v2_configs/data/mlip-trajs-torchsim-eager/bulkAg_600K_Kapil/md_timing_mace-mh-omat.csv
mace-mh-omat,MACE-MH-1-OMAT,Standard,bulkAu_1500K_Kapil,1500.0,20162,1453.61,0.072097,72.097,torch-sim-0.6.1,/home/mjgawkowski/Finite-Temperature-MLIP-Benchmark/paper_v2_configs/data/mlip-trajs-torchsim-eager/bulkAu_1500K_Kapil/md_timing_mace-mh-omat.csv
mace-mh-omat,MACE-MH-1-OMAT,Standard,bulkCuAu_500K-Artrith_VASP,500.0,1105,61.74,0.055871,55.870999999999995,torch-sim-0.6.1,/home/mjgawkowski/Finite-Temperature-MLIP-Benchmark/paper_v2_configs/data/mlip-trajs-torchsim-eager/bulkCuAu_500K-Artrith_VASP/md_timing_mace-mh-omat.csv
mace-mh-omat,MACE-MH-1-OMAT,Standard,bulkCuZrAl_1500K_A.Wadowski-J.Schmidt_VASP,1500.0,2718,168.88,0.062134,62.134,torch-sim-0.6.1,/home/mjgawkowski/Finite-Temperature-MLIP-Benchmark/paper_v2_configs/data/mlip-trajs-torchsim-eager/bulkCuZrAl_1500K_A.Wadowski-J.Schmidt_VASP/md_timing_mace-mh-omat.csv
mace-mh-omat,MACE-MH-1-OMAT,Standard,bulkCu_1000K_Kapil,1000.0,36007,1880.06,0.052214,52.214000000000006,torch-sim-0.6.1,/home/mjgawkowski/Finite-Temperature-MLIP-Benchmark/paper_v2_configs/data/mlip-trajs-torchsim-eager/bulkCu_1000K_Kapil/md_timing_mace-mh-omat.csv
mace-mh-omat,MACE-MH-1-OMAT,Standard,bulkLiMgAlZnSn_600K_J_Schmidt_VASP,600.0,3015,476.02,0.157884,157.884,torch-sim-0.6.1,/home/mjgawkowski/Finite-Temperature-MLIP-Benchmark/paper_v2_configs/data/mlip-trajs-torchsim-eager/bulkLiMgAlZnSn_600K_J_Schmidt_VASP/md_timing_mace-mh-omat.csv
mace-mh-omat,MACE-MH-1-OMAT,Standard,bulkLiMgAlZnSn_900K_J_Schmidt_VASP,900.0,2181,343.01,0.15727,157.26999999999998,torch-sim-0.6.1,/home/mjgawkowski/Finite-Temperature-MLIP-Benchmark/paper_v2_configs/data/mlip-trajs-torchsim-eager/bulkLiMgAlZnSn_900K_J_Schmidt_VASP/md_timing_mace-mh-omat.csv
mace-mh-omat,MACE-MH-1-OMAT,Standard,bulkMoS2_300K_NO-VdW_J.Kioseoglou_VASP,300.0,20000,860.28,0.043014,43.013999999999996,torch-sim-0.6.1,/home/mjgawkowski/Finite-Temperature-MLIP-Benchmark/paper_v2_configs/data/mlip-trajs-torchsim-eager/bulkMoS2_300K_NO-VdW_J.Kioseoglou_VASP/md_timing_mace-mh-omat.csv
mace-mh-omat,MACE-MH-1-OMAT,Standard,bulkPt3Co_300K_J.Kioseoglou_VASP,300.0,20927,1018.83,0.048685,48.685,torch-sim-0.6.1,/home/mjgawkowski/Finite-Temperature-MLIP-Benchmark/paper_v2_configs/data/mlip-trajs-torchsim-eager/bulkPt3Co_300K_J.Kioseoglou_VASP/md_timing_mace-mh-omat.csv
mace-mh-omat,MACE-MH-1-OMAT,Standard,naphthalene_295K_Sharma_S,295.0,7557,538.16,0.071213,71.213,torch-sim-0.6.1,/home/mjgawkowski/Finite-Temperature-MLIP-Benchmark/paper_v2_configs/data/mlip-trajs-torchsim-eager/naphthalene_295K_Sharma_S/md_timing_mace-mh-omat.csv
mace-mh-omat,MACE-MH-1-OMAT,Standard,pentacene_295K_Sharma_S,295.0,15579,697.75,0.044788,44.788000000000004,torch-sim-0.6.1,/home/mjgawkowski/Finite-Temperature-MLIP-Benchmark/paper_v2_configs/data/mlip-trajs-torchsim-eager/pentacene_295K_Sharma_S/md_timing_mace-mh-omat.csv
mace-mh-omat,MACE-MH-1-OMAT,Standard,picene_295K_Sharma_S,295.0,14151,628.43,0.044409,44.409,torch-sim-0.6.1,/home/mjgawkowski/Finite-Temperature-MLIP-Benchmark/paper_v2_configs/data/mlip-trajs-torchsim-eager/picene_295K_Sharma_S/md_timing_mace-mh-omat.csv
mace-mh-omat,MACE-MH-1-OMAT,Standard,tetracene_295K_Sharma_S,295.0,16000,645.85,0.040366,40.366,torch-sim-0.6.1,/home/mjgawkowski/Finite-Temperature-MLIP-Benchmark/paper_v2_configs/data/mlip-trajs-torchsim-eager/tetracene_295K_Sharma_S/md_timing_mace-mh-omat.csv
mace-mp-0,MACE-MP-0,Compile,CsSnI3_500K_Ivor_VASP,500.0,14758,244.45,0.016564,16.564,torch-sim-0.6.1+cueq+compile-reduce-overhead,/home/mjgawkowski/Finite-Temperature-MLIP-Benchmark/paper_v2_configs/data/mlip-trajs-torchsim-accelerated/CsSnI3_500K_Ivor_VASP/md_timing_mace-mp-0-compile.csv
mace-mp-0,MACE-MP-0,Compile,MAPbBr3_300K_Ivor_VASP,300.0,60000,2832.64,0.047211,47.211000000000006,torch-sim-0.6.1+cueq+compile-reduce-overhead,/home/mjgawkowski/Finite-Temperature-MLIP-Benchmark/paper_v2_configs/data/mlip-trajs-torchsim-accelerated/MAPbBr3_300K_Ivor_VASP/md_timing_mace-mp-0-compile.csv
mace-mp-0,MACE-MP-0,Compile,Pt111w24H2O_380K_Heenen_VASP,380.0,3843,183.57,0.047768,47.768,torch-sim-0.6.1+cueq+compile-reduce-overhead,/home/mjgawkowski/Finite-Temperature-MLIP-Benchmark/paper_v2_configs/data/mlip-trajs-torchsim-accelerated/Pt111w24H2O_380K_Heenen_VASP/md_timing_mace-mp-0-compile.csv
mace-mp-0,MACE-MP-0,Compile,TiSe2_400K_Ivor_VASP,400.0,14716,692.4,0.047051,47.051,torch-sim-0.6.1+cueq+compile-reduce-overhead,/home/mjgawkowski/Finite-Temperature-MLIP-Benchmark/paper_v2_configs/data/mlip-trajs-torchsim-accelerated/TiSe2_400K_Ivor_VASP/md_timing_mace-mp-0-compile.csv
mace-mp-0,MACE-MP-0,Compile,anthracene_293K_Sharma_S,293.0,16000,202.93,0.012683,12.683,torch-sim-0.6.1+cueq+compile-reduce-overhead,/home/mjgawkowski/Finite-Temperature-MLIP-Benchmark/paper_v2_configs/data/mlip-trajs-torchsim-accelerated/anthracene_293K_Sharma_S/md_timing_mace-mp-0-compile.csv
mace-mp-0,MACE-MP-0,Compile,bulkAg_600K_Kapil,600.0,24881,362.65,0.014576,14.576,torch-sim-0.6.1+cueq+compile-reduce-overhead,/home/mjgawkowski/Finite-Temperature-MLIP-Benchmark/paper_v2_configs/data/mlip-trajs-torchsim-accelerated/bulkAg_600K_Kapil/md_timing_mace-mp-0-compile.csv
mace-mp-0,MACE-MP-0,Compile,bulkAu_1500K_Kapil,1500.0,20162,309.26,0.015339,15.339,torch-sim-0.6.1+cueq+compile-reduce-overhead,/home/mjgawkowski/Finite-Temperature-MLIP-Benchmark/paper_v2_configs/data/mlip-trajs-torchsim-accelerated/bulkAu_1500K_Kapil/md_timing_mace-mp-0-compile.csv
mace-mp-0,MACE-MP-0,Compile,bulkCuAu_500K-Artrith_VASP,500.0,1105,16.97,0.015356,15.356,torch-sim-0.6.1+cueq+compile-reduce-overhead,/home/mjgawkowski/Finite-Temperature-MLIP-Benchmark/paper_v2_configs/data/mlip-trajs-torchsim-accelerated/bulkCuAu_500K-Artrith_VASP/md_timing_mace-mp-0-compile.csv
mace-mp-0,MACE-MP-0,Compile,bulkCuZrAl_1500K_A.Wadowski-J.Schmidt_VASP,1500.0,2718,40.97,0.015074,15.074,torch-sim-0.6.1+cueq+compile-reduce-overhead,/home/mjgawkowski/Finite-Temperature-MLIP-Benchmark/paper_v2_configs/data/mlip-trajs-torchsim-accelerated/bulkCuZrAl_1500K_A.Wadowski-J.Schmidt_VASP/md_timing_mace-mp-0-compile.csv
mace-mp-0,MACE-MP-0,Compile,bulkCu_1000K_Kapil,1000.0,36007,500.54,0.013901,13.901,torch-sim-0.6.1+cueq+compile-reduce-overhead,/home/mjgawkowski/Finite-Temperature-MLIP-Benchmark/paper_v2_configs/data/mlip-trajs-torchsim-accelerated/bulkCu_1000K_Kapil/md_timing_mace-mp-0-compile.csv
mace-mp-0,MACE-MP-0,Compile,bulkLiMgAlZnSn_600K_J_Schmidt_VASP,600.0,3015,57.21,0.018974,18.974,torch-sim-0.6.1+cueq+compile-reduce-overhead,/home/mjgawkowski/Finite-Temperature-MLIP-Benchmark/paper_v2_configs/data/mlip-trajs-torchsim-accelerated/bulkLiMgAlZnSn_600K_J_Schmidt_VASP/md_timing_mace-mp-0-compile.csv
mace-mp-0,MACE-MP-0,Compile,bulkLiMgAlZnSn_900K_J_Schmidt_VASP,900.0,2181,39.71,0.018205,18.205,torch-sim-0.6.1+cueq+compile-reduce-overhead,/home/mjgawkowski/Finite-Temperature-MLIP-Benchmark/paper_v2_configs/data/mlip-trajs-torchsim-accelerated/bulkLiMgAlZnSn_900K_J_Schmidt_VASP/md_timing_mace-mp-0-compile.csv
mace-mp-0,MACE-MP-0,Compile,bulkMoS2_300K_NO-VdW_J.Kioseoglou_VASP,300.0,20000,318.26,0.015913,15.913,torch-sim-0.6.1+cueq+compile-reduce-overhead,/home/mjgawkowski/Finite-Temperature-MLIP-Benchmark/paper_v2_configs/data/mlip-trajs-torchsim-accelerated/bulkMoS2_300K_NO-VdW_J.Kioseoglou_VASP/md_timing_mace-mp-0-compile.csv
mace-mp-0,MACE-MP-0,Compile,bulkPt3Co_300K_J.Kioseoglou_VASP,300.0,20927,340.46,0.016269,16.269,torch-sim-0.6.1+cueq+compile-reduce-overhead,/home/mjgawkowski/Finite-Temperature-MLIP-Benchmark/paper_v2_configs/data/mlip-trajs-torchsim-accelerated/bulkPt3Co_300K_J.Kioseoglou_VASP/md_timing_mace-mp-0-compile.csv
mace-mp-0,MACE-MP-0,Compile,naphthalene_295K_Sharma_S,295.0,7557,375.65,0.049709,49.709,torch-sim-0.6.1+cueq+compile-reduce-overhead,/home/mjgawkowski/Finite-Temperature-MLIP-Benchmark/paper_v2_configs/data/mlip-trajs-torchsim-accelerated/naphthalene_295K_Sharma_S/md_timing_mace-mp-0-compile.csv
mace-mp-0,MACE-MP-0,Compile,pentacene_295K_Sharma_S,295.0,15579,747.45,0.047978,47.978,torch-sim-0.6.1+cueq+compile-reduce-overhead,/home/mjgawkowski/Finite-Temperature-MLIP-Benchmark/paper_v2_configs/data/mlip-trajs-torchsim-accelerated/pentacene_295K_Sharma_S/md_timing_mace-mp-0-compile.csv
