model,model_display,timing_mode,system,temperature_K,n_steps,elapsed_seconds,seconds_per_step,milliseconds_per_step,engine,source_file,n_atoms,structure_source_file
esen-30m-oam,eSEN-30M-OAM,Standard,anthracene_293K_Sharma_S,293.0,44000,10174.63,0.231242,231.242,torch-sim-0.5.2,/home/mjgawkowski/Finite-Temperature-MLIP-Benchmark/paper_v2_configs/data/mlip-trajs-torchsim/anthracene_293K_Sharma_S/md_timing_eSEN-30M-OAM.csv,48,/home/mjgawkowski/Finite-Temperature-MLIP-Benchmark/paper_v2_configs/data/mlip-trajs-torchsim/anthracene_293K_Sharma_S/nvt_eSEN-30M-OAM.h5
esen-30m-oam,eSEN-30M-OAM,Standard,bulkAg_600K_Kapil,600.0,22000,6397.79,0.290809,290.80899999999997,torch-sim-0.5.2,/home/mjgawkowski/Finite-Temperature-MLIP-Benchmark/paper_v2_configs/data/mlip-trajs-torchsim/bulkAg_600K_Kapil/md_timing_eSEN-30M-OAM.csv,108,/home/mjgawkowski/Finite-Temperature-MLIP-Benchmark/paper_v2_configs/data/mlip-trajs-torchsim/bulkAg_600K_Kapil/nvt_eSEN-30M-OAM.h5
esen-30m-oam,eSEN-30M-OAM,Standard,bulkCuAu_500K-Artrith_VASP,500.0,22000,8467.25,0.384875,384.875,torch-sim-0.5.2,/home/mjgawkowski/Finite-Temperature-MLIP-Benchmark/paper_v2_configs/data/mlip-trajs-torchsim/bulkCuAu_500K-Artrith_VASP/md_timing_eSEN-30M-OAM.csv,128,/home/mjgawkowski/Finite-Temperature-MLIP-Benchmark/paper_v2_configs/data/mlip-trajs-torchsim/bulkCuAu_500K-Artrith_VASP/nvt_grace-mp.h5
esen-30m-oam,eSEN-30M-OAM,Standard,bulkAu_1500K_Kapil,1500.0,22000,10310.54,0.468661,468.661,torch-sim-0.5.2,/home/mjgawkowski/Finite-Temperature-MLIP-Benchmark/paper_v2_configs/data/mlip-trajs-torchsim/bulkAu_1500K_Kapil/md_timing_eSEN-30M-OAM.csv,192,/home/mjgawkowski/Finite-Temperature-MLIP-Benchmark/paper_v2_configs/data/mlip-trajs-torchsim/bulkAu_1500K_Kapil/nvt_eSEN-30M-OAM.h5
grace-mp,GRACE-2L-MPtrj,Standard,anthracene_293K_Sharma_S,293.0,44000,841.61,0.019127,19.127000000000002,torch-sim-0.6.1+xla-dlpack,/home/mjgawkowski/Finite-Temperature-MLIP-Benchmark/paper_v2_configs/data/mlip-trajs-torchsim/anthracene_293K_Sharma_S/md_timing_grace-mp.csv,48,/home/mjgawkowski/Finite-Temperature-MLIP-Benchmark/paper_v2_configs/data/mlip-trajs-torchsim/anthracene_293K_Sharma_S/nvt_grace-mp.h5
grace-mp,GRACE-2L-MPtrj,Standard,pentacene_295K_Sharma_S,295.0,44000,1389.23,0.031573,31.572999999999997,torch-sim-0.6.1+xla-dlpack,/home/mjgawkowski/Finite-Temperature-MLIP-Benchmark/paper_v2_configs/data/mlip-trajs-torchsim/pentacene_295K_Sharma_S/md_timing_grace-mp.csv,72,/home/mjgawkowski/Finite-Temperature-MLIP-Benchmark/paper_v2_configs/data/mlip-trajs-torchsim/pentacene_295K_Sharma_S/nvt_grace-mp.h5
grace-mp,GRACE-2L-MPtrj,Standard,picene_295K_Sharma_S,295.0,44000,1371.14,0.031162,31.162,torch-sim-0.6.1+xla-dlpack,/home/mjgawkowski/Finite-Temperature-MLIP-Benchmark/paper_v2_configs/data/mlip-trajs-torchsim/picene_295K_Sharma_S/md_timing_grace-mp.csv,72,/home/mjgawkowski/Finite-Temperature-MLIP-Benchmark/paper_v2_configs/data/mlip-trajs-torchsim/picene_295K_Sharma_S/nvt_grace-mp.h5
grace-mp,GRACE-2L-MPtrj,Standard,MAPbBr3_300K_Ivor_VASP,300.0,44000,952.45,0.021646,21.645999999999997,torch-sim-0.6.1+xla-dlpack,/home/mjgawkowski/Finite-Temperature-MLIP-Benchmark/paper_v2_configs/data/mlip-trajs-torchsim/MAPbBr3_300K_Ivor_VASP/md_timing_grace-mp.csv,96,/home/mjgawkowski/Finite-Temperature-MLIP-Benchmark/paper_v2_configs/data/mlip-trajs-torchsim/MAPbBr3_300K_Ivor_VASP/nvt_grace-mp.h5
grace-mp,GRACE-2L-MPtrj,Standard,bulkMoS2_300K_NO-VdW_J.Kioseoglou_VASP,300.0,22000,531.4,0.024155,24.155,torch-sim-0.6.1+xla-dlpack,/home/mjgawkowski/Finite-Temperature-MLIP-Benchmark/paper_v2_configs/data/mlip-trajs-torchsim/bulkMoS2_300K_NO-VdW_J.Kioseoglou_VASP/md_timing_grace-mp.csv,96,/home/mjgawkowski/Finite-Temperature-MLIP-Benchmark/paper_v2_configs/data/mlip-trajs-torchsim/bulkMoS2_300K_NO-VdW_J.Kioseoglou_VASP/nvt_grace-mp.h5
grace-mp,GRACE-2L-MPtrj,Standard,bulkAg_600K_Kapil,600.0,22000,546.18,0.024826,24.826,torch-sim-0.6.1+xla-dlpack,/home/mjgawkowski/Finite-Temperature-MLIP-Benchmark/paper_v2_configs/data/mlip-trajs-torchsim/bulkAg_600K_Kapil/md_timing_grace-mp.csv,108,/home/mjgawkowski/Finite-Temperature-MLIP-Benchmark/paper_v2_configs/data/mlip-trajs-torchsim/bulkAg_600K_Kapil/nvt_grace-mp.h5
grace-mp,GRACE-2L-MPtrj,Standard,bulkCu_1000K_Kapil,1000.0,22000,707.19,0.032145,32.145,torch-sim-0.6.1+xla-dlpack,/home/mjgawkowski/Finite-Temperature-MLIP-Benchmark/paper_v2_configs/data/mlip-trajs-torchsim/bulkCu_1000K_Kapil/md_timing_grace-mp.csv,108,/home/mjgawkowski/Finite-Temperature-MLIP-Benchmark/paper_v2_configs/data/mlip-trajs-torchsim/bulkCu_1000K_Kapil/nvt_grace-mp.h5
grace-mp,GRACE-2L-MPtrj,Standard,bulkPt3Co_300K_J.Kioseoglou_VASP,300.0,22000,706.9,0.032132,32.132,torch-sim-0.6.1+xla-dlpack,/home/mjgawkowski/Finite-Temperature-MLIP-Benchmark/paper_v2_configs/data/mlip-trajs-torchsim/bulkPt3Co_300K_J.Kioseoglou_VASP/md_timing_grace-mp.csv,108,/home/mjgawkowski/Finite-Temperature-MLIP-Benchmark/paper_v2_configs/data/mlip-trajs-torchsim/bulkPt3Co_300K_J.Kioseoglou_VASP/nvt_grace-mp.h5
grace-mp,GRACE-2L-MPtrj,Standard,bulkCuAu_500K-Artrith_VASP,500.0,22000,744.39,0.033836,33.836,torch-sim-0.6.1+xla-dlpack,/home/mjgawkowski/Finite-Temperature-MLIP-Benchmark/paper_v2_configs/data/mlip-trajs-torchsim/bulkCuAu_500K-Artrith_VASP/md_timing_grace-mp.csv,128,/home/mjgawkowski/Finite-Temperature-MLIP-Benchmark/paper_v2_configs/data/mlip-trajs-torchsim/bulkCuAu_500K-Artrith_VASP/nvt_grace-mp.h5
grace-mp,GRACE-2L-MPtrj,Standard,CsSnI3_500K_Ivor_VASP,500.0,22000,497.65,0.022621,22.621,torch-sim-0.6.1+xla-dlpack,/home/mjgawkowski/Finite-Temperature-MLIP-Benchmark/paper_v2_configs/data/mlip-trajs-torchsim/CsSnI3_500K_Ivor_VASP/md_timing_grace-mp.csv,135,/home/mjgawkowski/Finite-Temperature-MLIP-Benchmark/paper_v2_configs/data/mlip-trajs-torchsim/CsSnI3_500K_Ivor_VASP/nvt_grace-mp.h5
grace-mp,GRACE-2L-MPtrj,Standard,naphthalene_295K_Sharma_S,295.0,44000,2239.05,0.050887,50.887,torch-sim-0.6.1+xla-dlpack,/home/mjgawkowski/Finite-Temperature-MLIP-Benchmark/paper_v2_configs/data/mlip-trajs-torchsim/naphthalene_295K_Sharma_S/md_timing_grace-mp.csv,144,/home/mjgawkowski/Finite-Temperature-MLIP-Benchmark/paper_v2_configs/data/mlip-trajs-torchsim/naphthalene_295K_Sharma_S/nvt_grace-mp.h5
grace-mp,GRACE-2L-MPtrj,Standard,bulkCuZrAl_1500K_A.Wadowski-J.Schmidt_VASP,1500.0,22000,732.9,0.033314,33.314,torch-sim-0.6.1+xla-dlpack,/home/mjgawkowski/Finite-Temperature-MLIP-Benchmark/paper_v2_configs/data/mlip-trajs-torchsim/bulkCuZrAl_1500K_A.Wadowski-J.Schmidt_VASP/md_timing_grace-mp.csv,150,/home/mjgawkowski/Finite-Temperature-MLIP-Benchmark/paper_v2_configs/data/mlip-trajs-torchsim/bulkCuZrAl_1500K_A.Wadowski-J.Schmidt_VASP/nvt_grace-mp.h5
grace-mp,GRACE-2L-MPtrj,Standard,bulkAu_1500K_Kapil,1500.0,22000,767.07,0.034867,34.867000000000004,torch-sim-0.6.1+xla-dlpack,/home/mjgawkowski/Finite-Temperature-MLIP-Benchmark/paper_v2_configs/data/mlip-trajs-torchsim/bulkAu_1500K_Kapil/md_timing_grace-mp.csv,192,/home/mjgawkowski/Finite-Temperature-MLIP-Benchmark/paper_v2_configs/data/mlip-trajs-torchsim/bulkAu_1500K_Kapil/nvt_grace-mp.h5
grace-mp,GRACE-2L-MPtrj,Standard,bulkLiMgAlZnSn_600K_J_Schmidt_VASP,600.0,22000,1329.59,0.060436,60.436,torch-sim-0.6.1+xla-dlpack,/home/mjgawkowski/Finite-Temperature-MLIP-Benchmark/paper_v2_configs/data/mlip-trajs-torchsim/bulkLiMgAlZnSn_600K_J_Schmidt_VASP/md_timing_grace-mp.csv,500,/home/mjgawkowski/Finite-Temperature-MLIP-Benchmark/paper_v2_configs/data/mlip-trajs-torchsim/bulkLiMgAlZnSn_600K_J_Schmidt_VASP/nvt_grace-mp.h5
grace-mp,GRACE-2L-MPtrj,Standard,bulkLiMgAlZnSn_900K_J_Schmidt_VASP,900.0,22000,1327.57,0.060344,60.344,torch-sim-0.6.1+xla-dlpack,/home/mjgawkowski/Finite-Temperature-MLIP-Benchmark/paper_v2_configs/data/mlip-trajs-torchsim/bulkLiMgAlZnSn_900K_J_Schmidt_VASP/md_timing_grace-mp.csv,500,/home/mjgawkowski/Finite-Temperature-MLIP-Benchmark/paper_v2_configs/data/mlip-trajs-torchsim/bulkLiMgAlZnSn_900K_J_Schmidt_VASP/nvt_grace-mp.h5
grace-mp,GRACE-2L-MPtrj,Standard,H_1050K_Rupp_QE,1050.0,110000,47186.29,0.428966,428.966,torch-sim-0.6.1+xla-dlpack,/home/mjgawkowski/Finite-Temperature-MLIP-Benchmark/paper_v2_configs/data/mlip-trajs-torchsim/H_1050K_Rupp_QE/md_timing_grace-mp.csv,512,/home/mjgawkowski/Finite-Temperature-MLIP-Benchmark/paper_v2_configs/data/mlip-trajs-torchsim/H_1050K_Rupp_QE/nvt_grace-mp.h5
grace-oam,GRACE-2L-OAM,Standard,anthracene_293K_Sharma_S,293.0,16000,192.77,0.012048,12.048,torch-sim-0.6.1+xla-dlpack,/home/mjgawkowski/Finite-Temperature-MLIP-Benchmark/paper_v2_configs/data/mlip-trajs-torchsim/anthracene_293K_Sharma_S/md_timing_grace-oam.csv,48,/home/mjgawkowski/Finite-Temperature-MLIP-Benchmark/paper_v2_configs/data/mlip-trajs-torchsim/anthracene_293K_Sharma_S/nvt_grace-oam.h5
grace-oam,GRACE-2L-OAM,Standard,tetracene_295K_Sharma_S,295.0,16000,243.65,0.015228,15.228,torch-sim-0.6.1+xla-dlpack,/home/mjgawkowski/Finite-Temperature-MLIP-Benchmark/paper_v2_configs/data/mlip-trajs-torchsim/tetracene_295K_Sharma_S/md_timing_grace-oam.csv,60,/home/mjgawkowski/Finite-Temperature-MLIP-Benchmark/paper_v2_configs/data/mlip-trajs-torchsim/tetracene_295K_Sharma_S/nvt_grace-oam.h5
grace-oam,GRACE-2L-OAM,Standard,pentacene_295K_Sharma_S,295.0,15579,271.16,0.017405,17.405,torch-sim-0.6.1+xla-dlpack,/home/mjgawkowski/Finite-Temperature-MLIP-Benchmark/paper_v2_configs/data/mlip-trajs-torchsim/pentacene_295K_Sharma_S/md_timing_grace-oam.csv,72,/home/mjgawkowski/Finite-Temperature-MLIP-Benchmark/paper_v2_configs/data/mlip-trajs-torchsim/pentacene_295K_Sharma_S/nvt_grace-oam.h5
grace-oam,GRACE-2L-OAM,Standard,picene_295K_Sharma_S,295.0,14151,240.06,0.016964,16.964,torch-sim-0.6.1+xla-dlpack,/home/mjgawkowski/Finite-Temperature-MLIP-Benchmark/paper_v2_configs/data/mlip-trajs-torchsim/picene_295K_Sharma_S/md_timing_grace-oam.csv,72,/home/mjgawkowski/Finite-Temperature-MLIP-Benchmark/paper_v2_configs/data/mlip-trajs-torchsim/picene_295K_Sharma_S/nvt_grace-oam.h5
grace-oam,GRACE-2L-OAM,Standard,MAPbBr3_300K_Ivor_VASP,300.0,60000,908.56,0.015143,15.143,torch-sim-0.6.1+xla-dlpack,/home/mjgawkowski/Finite-Temperature-MLIP-Benchmark/paper_v2_configs/data/mlip-trajs-torchsim/MAPbBr3_300K_Ivor_VASP/md_timing_grace-oam.csv,96,/home/mjgawkowski/Finite-Temperature-MLIP-Benchmark/paper_v2_configs/data/mlip-trajs-torchsim/MAPbBr3_300K_Ivor_VASP/nvt_grace-oam.h5
grace-oam,GRACE-2L-OAM,Standard,bulkMoS2_300K_NO-VdW_J.Kioseoglou_VASP,300.0,20000,299.11,0.014955,14.955,torch-sim-0.6.1+xla-dlpack,/home/mjgawkowski/Finite-Temperature-MLIP-Benchmark/paper_v2_configs/data/mlip-trajs-torchsim/bulkMoS2_300K_NO-VdW_J.Kioseoglou_VASP/md_timing_grace-oam.csv,96,/home/mjgawkowski/Finite-Temperature-MLIP-Benchmark/paper_v2_configs/data/mlip-trajs-torchsim/bulkMoS2_300K_NO-VdW_J.Kioseoglou_VASP/nvt_grace-oam.h5
grace-oam,GRACE-2L-OAM,Standard,TiSe2_400K_Ivor_VASP,400.0,14716,228.41,0.015521,15.521,torch-sim-0.6.1+xla-dlpack,/home/mjgawkowski/Finite-Temperature-MLIP-Benchmark/paper_v2_configs/data/mlip-trajs-torchsim/TiSe2_400K_Ivor_VASP/md_timing_grace-oam.csv,108,/home/mjgawkowski/Finite-Temperature-MLIP-Benchmark/paper_v2_configs/data/mlip-trajs-torchsim/TiSe2_400K_Ivor_VASP/nvt_grace-oam.h5
grace-oam,GRACE-2L-OAM,Standard,bulkAg_600K_Kapil,600.0,24881,385.06,0.015476,15.476,torch-sim-0.6.1+xla-dlpack,/home/mjgawkowski/Finite-Temperature-MLIP-Benchmark/paper_v2_configs/data/mlip-trajs-torchsim/bulkAg_600K_Kapil/md_timing_grace-oam.csv,108,/home/mjgawkowski/Finite-Temperature-MLIP-Benchmark/paper_v2_configs/data/mlip-trajs-torchsim/bulkAg_600K_Kapil/nvt_grace-oam.h5
grace-oam,GRACE-2L-OAM,Standard,bulkCu_1000K_Kapil,1000.0,36007,612.59,0.017013,17.013,torch-sim-0.6.1+xla-dlpack,/home/mjgawkowski/Finite-Temperature-MLIP-Benchmark/paper_v2_configs/data/mlip-trajs-torchsim/bulkCu_1000K_Kapil/md_timing_grace-oam.csv,108,/home/mjgawkowski/Finite-Temperature-MLIP-Benchmark/paper_v2_configs/data/mlip-trajs-torchsim/bulkCu_1000K_Kapil/nvt_grace-oam.h5
grace-oam,GRACE-2L-OAM,Standard,bulkPt3Co_300K_J.Kioseoglou_VASP,300.0,20927,359.75,0.017191,17.191000000000003,torch-sim-0.6.1+xla-dlpack,/home/mjgawkowski/Finite-Temperature-MLIP-Benchmark/paper_v2_configs/data/mlip-trajs-torchsim/bulkPt3Co_300K_J.Kioseoglou_VASP/md_timing_grace-oam.csv,108,/home/mjgawkowski/Finite-Temperature-MLIP-Benchmark/paper_v2_configs/data/mlip-trajs-torchsim/bulkPt3Co_300K_J.Kioseoglou_VASP/nvt_grace-oam.h5
grace-oam,GRACE-2L-OAM,Standard,bulkCuAu_500K-Artrith_VASP,500.0,1105,20.35,0.018414,18.414,torch-sim-0.6.1+xla-dlpack,/home/mjgawkowski/Finite-Temperature-MLIP-Benchmark/paper_v2_configs/data/mlip-trajs-torchsim/bulkCuAu_500K-Artrith_VASP/md_timing_grace-oam.csv,128,/home/mjgawkowski/Finite-Temperature-MLIP-Benchmark/paper_v2_configs/data/mlip-trajs-torchsim/bulkCuAu_500K-Artrith_VASP/nvt_grace-oam.h5
grace-oam,GRACE-2L-OAM,Standard,CsSnI3_500K_Ivor_VASP,500.0,14758,238.37,0.016152,16.152,torch-sim-0.6.1+xla-dlpack,/home/mjgawkowski/Finite-Temperature-MLIP-Benchmark/paper_v2_configs/data/mlip-trajs-torchsim/CsSnI3_500K_Ivor_VASP/md_timing_grace-oam.csv,135,/home/mjgawkowski/Finite-Temperature-MLIP-Benchmark/paper_v2_configs/data/mlip-trajs-torchsim/CsSnI3_500K_Ivor_VASP/nvt_grace-oam.h5
grace-oam,GRACE-2L-OAM,Standard,naphthalene_295K_Sharma_S,295.0,7557,188.6,0.024957,24.957,torch-sim-0.6.1+xla-dlpack,/home/mjgawkowski/Finite-Temperature-MLIP-Benchmark/paper_v2_configs/data/mlip-trajs-torchsim/naphthalene_295K_Sharma_S/md_timing_grace-oam.csv,144,/home/mjgawkowski/Finite-Temperature-MLIP-Benchmark/paper_v2_configs/data/mlip-trajs-torchsim/naphthalene_295K_Sharma_S/nvt_grace-oam.h5
grace-oam,GRACE-2L-OAM,Standard,bulkCuZrAl_1500K_A.Wadowski-J.Schmidt_VASP,1500.0,2718,48.78,0.017946,17.946,torch-sim-0.6.1+xla-dlpack,/home/mjgawkowski/Finite-Temperature-MLIP-Benchmark/paper_v2_configs/data/mlip-trajs-torchsim/bulkCuZrAl_1500K_A.Wadowski-J.Schmidt_VASP/md_timing_grace-oam.csv,150,/home/mjgawkowski/Finite-Temperature-MLIP-Benchmark/paper_v2_configs/data/mlip-trajs-torchsim/bulkCuZrAl_1500K_A.Wadowski-J.Schmidt_VASP/nvt_grace-oam.h5
grace-oam,GRACE-2L-OAM,Standard,bulkAu_1500K_Kapil,1500.0,20162,376.71,0.018684,18.683999999999997,torch-sim-0.6.1+xla-dlpack,/home/mjgawkowski/Finite-Temperature-MLIP-Benchmark/paper_v2_configs/data/mlip-trajs-torchsim/bulkAu_1500K_Kapil/md_timing_grace-oam.csv,192,/home/mjgawkowski/Finite-Temperature-MLIP-Benchmark/paper_v2_configs/data/mlip-trajs-torchsim/bulkAu_1500K_Kapil/nvt_grace-oam.h5
grace-oam,GRACE-2L-OAM,Standard,bulkLiMgAlZnSn_600K_J_Schmidt_VASP,600.0,3015,92.61,0.030715,30.715,torch-sim-0.6.1+xla-dlpack,/home/mjgawkowski/Finite-Temperature-MLIP-Benchmark/paper_v2_configs/data/mlip-trajs-torchsim/bulkLiMgAlZnSn_600K_J_Schmidt_VASP/md_timing_grace-oam.csv,500,/home/mjgawkowski/Finite-Temperature-MLIP-Benchmark/paper_v2_configs/data/mlip-trajs-torchsim/bulkLiMgAlZnSn_600K_J_Schmidt_VASP/nvt_grace-oam.h5
grace-oam,GRACE-2L-OAM,Standard,bulkLiMgAlZnSn_900K_J_Schmidt_VASP,900.0,2181,66.94,0.03069,30.689999999999998,torch-sim-0.6.1+xla-dlpack,/home/mjgawkowski/Finite-Temperature-MLIP-Benchmark/paper_v2_configs/data/mlip-trajs-torchsim/bulkLiMgAlZnSn_900K_J_Schmidt_VASP/md_timing_grace-oam.csv,500,/home/mjgawkowski/Finite-Temperature-MLIP-Benchmark/paper_v2_configs/data/mlip-trajs-torchsim/bulkLiMgAlZnSn_900K_J_Schmidt_VASP/nvt_grace-oam.h5
grace-oam,GRACE-2L-OAM,Standard,H_1050K_Rupp_QE,1050.0,1784,269.27,0.150935,150.935,torch-sim-0.6.1+xla-dlpack,/home/mjgawkowski/Finite-Temperature-MLIP-Benchmark/paper_v2_configs/data/mlip-trajs-torchsim/H_1050K_Rupp_QE/md_timing_grace-oam.csv,512,/home/mjgawkowski/Finite-Temperature-MLIP-Benchmark/paper_v2_configs/data/mlip-trajs-torchsim/H_1050K_Rupp_QE/nvt_grace-oam.h5
mace-mh-omat,MACE-MH-1-OMAT,Standard,anthracene_293K_Sharma_S,293.0,44000,1544.48,0.035102,35.102000000000004,torch-sim-0.6.1,/home/mjgawkowski/Finite-Temperature-MLIP-Benchmark/paper_v2_configs/data/mlip-trajs-torchsim/anthracene_293K_Sharma_S/md_timing_mace-mh-omat.csv,48,/home/mjgawkowski/Finite-Temperature-MLIP-Benchmark/paper_v2_configs/data/mlip-trajs-torchsim/anthracene_293K_Sharma_S/nvt_mace-mh-omat.h5
mace-mh-omat,MACE-MH-1-OMAT,Standard,tetracene_295K_Sharma_S,295.0,44000,1776.29,0.04037,40.370000000000005,torch-sim-0.6.1,/home/mjgawkowski/Finite-Temperature-MLIP-Benchmark/paper_v2_configs/data/mlip-trajs-torchsim/tetracene_295K_Sharma_S/md_timing_mace-mh-omat.csv,60,/home/mjgawkowski/Finite-Temperature-MLIP-Benchmark/paper_v2_configs/data/mlip-trajs-torchsim/tetracene_295K_Sharma_S/nvt_mace-mh-omat.h5
mace-mh-omat,MACE-MH-1-OMAT,Standard,pentacene_295K_Sharma_S,295.0,44000,1981.16,0.045026,45.025999999999996,torch-sim-0.6.1,/home/mjgawkowski/Finite-Temperature-MLIP-Benchmark/paper_v2_configs/data/mlip-trajs-torchsim/pentacene_295K_Sharma_S/md_timing_mace-mh-omat.csv,72,/home/mjgawkowski/Finite-Temperature-MLIP-Benchmark/paper_v2_configs/data/mlip-trajs-torchsim/pentacene_295K_Sharma_S/nvt_mace-mh-omat.h5
mace-mh-omat,MACE-MH-1-OMAT,Standard,picene_295K_Sharma_S,295.0,44000,1967.84,0.044724,44.724,torch-sim-0.6.1,/home/mjgawkowski/Finite-Temperature-MLIP-Benchmark/paper_v2_configs/data/mlip-trajs-torchsim/picene_295K_Sharma_S/md_timing_mace-mh-omat.csv,72,/home/mjgawkowski/Finite-Temperature-MLIP-Benchmark/paper_v2_configs/data/mlip-trajs-torchsim/picene_295K_Sharma_S/nvt_mace-mh-omat.h5
mace-mh-omat,MACE-MH-1-OMAT,Standard,MAPbBr3_300K_Ivor_VASP,300.0,44000,1902.86,0.043247,43.247,torch-sim-0.6.1,/home/mjgawkowski/Finite-Temperature-MLIP-Benchmark/paper_v2_configs/data/mlip-trajs-torchsim/MAPbBr3_300K_Ivor_VASP/md_timing_mace-mh-omat.csv,96,/home/mjgawkowski/Finite-Temperature-MLIP-Benchmark/paper_v2_configs/data/mlip-trajs-torchsim/MAPbBr3_300K_Ivor_VASP/nvt_mace-mh-omat.h5
mace-mh-omat,MACE-MH-1-OMAT,Standard,bulkMoS2_300K_NO-VdW_J.Kioseoglou_VASP,300.0,22000,942.68,0.042849,42.849,torch-sim-0.6.1,/home/mjgawkowski/Finite-Temperature-MLIP-Benchmark/paper_v2_configs/data/mlip-trajs-torchsim/bulkMoS2_300K_NO-VdW_J.Kioseoglou_VASP/md_timing_mace-mh-omat.csv,96,/home/mjgawkowski/Finite-Temperature-MLIP-Benchmark/paper_v2_configs/data/mlip-trajs-torchsim/bulkMoS2_300K_NO-VdW_J.Kioseoglou_VASP/nvt_mace-mh-omat.h5
mace-mh-omat,MACE-MH-1-OMAT,Standard,Pt111w24H2O_380K_Heenen_VASP,380.0,22000,1051.4,0.047791,47.791,torch-sim-0.6.1,/home/mjgawkowski/Finite-Temperature-MLIP-Benchmark/paper_v2_configs/data/mlip-trajs-torchsim/Pt111w24H2O_380K_Heenen_VASP/md_timing_mace-mh-omat.csv,108,/home/mjgawkowski/Finite-Temperature-MLIP-Benchmark/paper_v2_configs/data/mlip-trajs-torchsim/Pt111w24H2O_380K_Heenen_VASP/nvt_mace-mh-omat.h5
mace-mh-omat,MACE-MH-1-OMAT,Standard,TiSe2_400K_Ivor_VASP,400.0,22000,920.1,0.041823,41.823,torch-sim-0.6.1,/home/mjgawkowski/Finite-Temperature-MLIP-Benchmark/paper_v2_configs/data/mlip-trajs-torchsim/TiSe2_400K_Ivor_VASP/md_timing_mace-mh-omat.csv,108,/home/mjgawkowski/Finite-Temperature-MLIP-Benchmark/paper_v2_configs/data/mlip-trajs-torchsim/TiSe2_400K_Ivor_VASP/nvt_mace-mh-omat.h5
mace-mh-omat,MACE-MH-1-OMAT,Standard,bulkAg_600K_Kapil,600.0,22000,1055.73,0.047988,47.988,torch-sim-0.6.1,/home/mjgawkowski/Finite-Temperature-MLIP-Benchmark/paper_v2_configs/data/mlip-trajs-torchsim/bulkAg_600K_Kapil/md_timing_mace-mh-omat.csv,108,/home/mjgawkowski/Finite-Temperature-MLIP-Benchmark/paper_v2_configs/data/mlip-trajs-torchsim/bulkAg_600K_Kapil/nvt_mace-mh-omat.h5
mace-mh-omat,MACE-MH-1-OMAT,Standard,bulkCu_1000K_Kapil,1000.0,22000,1152.14,0.05237,52.37,torch-sim-0.6.1,/home/mjgawkowski/Finite-Temperature-MLIP-Benchmark/paper_v2_configs/data/mlip-trajs-torchsim/bulkCu_1000K_Kapil/md_timing_mace-mh-omat.csv,108,/home/mjgawkowski/Finite-Temperature-MLIP-Benchmark/paper_v2_configs/data/mlip-trajs-torchsim/bulkCu_1000K_Kapil/nvt_mace-mh-omat.h5
mace-mh-omat,MACE-MH-1-OMAT,Standard,bulkPt3Co_300K_J.Kioseoglou_VASP,300.0,22000,1063.53,0.048342,48.342000000000006,torch-sim-0.6.1,/home/mjgawkowski/Finite-Temperature-MLIP-Benchmark/paper_v2_configs/data/mlip-trajs-torchsim/bulkPt3Co_300K_J.Kioseoglou_VASP/md_timing_mace-mh-omat.csv,108,/home/mjgawkowski/Finite-Temperature-MLIP-Benchmark/paper_v2_configs/data/mlip-trajs-torchsim/bulkPt3Co_300K_J.Kioseoglou_VASP/nvt_mace-mh-omat.h5
mace-mh-omat,MACE-MH-1-OMAT,Standard,bulkCuAu_500K-Artrith_VASP,500.0,22000,1228.91,0.05586,55.86,torch-sim-0.6.1,/home/mjgawkowski/Finite-Temperature-MLIP-Benchmark/paper_v2_configs/data/mlip-trajs-torchsim/bulkCuAu_500K-Artrith_VASP/md_timing_mace-mh-omat.csv,128,/home/mjgawkowski/Finite-Temperature-MLIP-Benchmark/paper_v2_configs/data/mlip-trajs-torchsim/bulkCuAu_500K-Artrith_VASP/nvt_mace-mh-omat.h5
mace-mh-omat,MACE-MH-1-OMAT,Standard,CsSnI3_500K_Ivor_VASP,500.0,22000,1013.68,0.046076,46.076,torch-sim-0.6.1,/home/mjgawkowski/Finite-Temperature-MLIP-Benchmark/paper_v2_configs/data/mlip-trajs-torchsim/CsSnI3_500K_Ivor_VASP/md_timing_mace-mh-omat.csv,135,/home/mjgawkowski/Finite-Temperature-MLIP-Benchmark/paper_v2_configs/data/mlip-trajs-torchsim/CsSnI3_500K_Ivor_VASP/nvt_mace-mh-omat.h5
mace-mh-omat,MACE-MH-1-OMAT,Standard,naphthalene_295K_Sharma_S,295.0,44000,3168.4,0.072009,72.009,torch-sim-0.6.1,/home/mjgawkowski/Finite-Temperature-MLIP-Benchmark/paper_v2_configs/data/mlip-trajs-torchsim/naphthalene_295K_Sharma_S/md_timing_mace-mh-omat.csv,144,/home/mjgawkowski/Finite-Temperature-MLIP-Benchmark/paper_v2_configs/data/mlip-trajs-torchsim/naphthalene_295K_Sharma_S/nvt_mace-mh-omat.h5
